1	1	15	110
2	1	7	15
2	2	5	11
2	3	1	2
2	4	1	1
3	1	1	2
4	3	1	1
4	4	1	2
4	5	1	1
5	1	1	1
5	3	1	1
6	1	1	1
6	3	3	6
6	4	1	1
6	5	1	2
