kernel,status,clang,opt,bugle,vcgen,cruncher,boogiedriver,total
/datadrive/gpuverify-tests/OpenCL/sourcelocation_tests/races/pass/no_race/kernel.cl,PASS,0.415,0.009,0.006,0.499,0.620,0.548,2.097
/datadrive/gpuverify-tests/OpenCL/sourcelocation_tests/races/pass/read_read/kernel.cl,PASS,0.384,0.023,0.006,0.461,0.581,0.586,2.041
/datadrive/gpuverify-tests/OpenCL/ternarytest/kernel.cl,PASS,0.415,0.017,0.006,0.538,0.582,0.580,2.139
/datadrive/gpuverify-tests/OpenCL/ternarytest2/kernel.cl,PASS,0.416,0.015,0.006,0.495,0.617,0.624,2.174
/datadrive/gpuverify-tests/OpenCL/test_address_of_bug/kernel.cl,PASS,0.418,0.026,0.006,0.375,0.536,0.503,1.864
/datadrive/gpuverify-tests/OpenCL/sourcelocation_tests/races_from_indirect_calls/kernel.cl,FAIL(6),0.420,0.015,0.030,0.543,1.101,0.858,2.969
/datadrive/gpuverify-tests/OpenCL/test_2d_local_index_inference/kernel.cl,PASS,0.376,0.026,0.009,0.587,0.780,0.666,2.442
/datadrive/gpuverify-tests/OpenCL/test_binary_stmt/kernel.cl,PASS,0.417,0.017,0.006,0.378,0.500,0.495,1.813
/datadrive/gpuverify-tests/OpenCL/test_2d_global_index_inference/kernel.cl,PASS,0.419,0.011,0.010,0.581,1.030,0.659,2.711
/datadrive/gpuverify-tests/OpenCL/test_float_neq/kernel.cl,PASS,0.415,0.010,0.007,0.415,0.503,0.547,1.896
/datadrive/gpuverify-tests/OpenCL/test_2d_local_index_inference_2/kernel.cl,PASS,0.415,0.013,0.005,0.576,0.858,0.659,2.527
/datadrive/gpuverify-tests/OpenCL/test_for_get_group_id/kernel.cl,PASS,0.416,0.009,0.008,0.459,0.587,0.549,2.028
/datadrive/gpuverify-tests/OpenCL/test_for_benign_read_write_bug/kernel.cl,FAIL(6),0.419,0.017,0.006,0.472,0.624,0.664,2.201
/datadrive/gpuverify-tests/OpenCL/test_for_ssa_bug/kernel.cl,PASS,0.426,0.011,0.012,0.624,0.749,0.536,2.358
/datadrive/gpuverify-tests/OpenCL/test_inline/kernel.cl,PASS,0.428,0.015,0.014,0.417,0.498,0.536,1.908
/datadrive/gpuverify-tests/OpenCL/test_for_uniformity_bug/kernel.cl,PASS,0.415,0.018,0.007,0.576,0.705,0.537,2.258
/datadrive/gpuverify-tests/OpenCL/test_global_id_inference/kernel.cl,PASS,0.420,0.010,0.012,0.582,0.776,0.619,2.420
/datadrive/gpuverify-tests/OpenCL/pow2/64bit_relational/kernel.cl,PASS,0.417,0.009,0.005,0.535,12.390,0.541,13.897
/datadrive/gpuverify-tests/OpenCL/test_local_id_inference/kernel.cl,PASS,0.418,0.009,0.005,0.580,0.749,0.576,2.338
/datadrive/gpuverify-tests/OpenCL/test_mod_invariants/global_direct/kernel.cl,PASS,0.416,0.009,0.009,0.577,0.856,0.576,2.443
/datadrive/gpuverify-tests/OpenCL/test_line_number_problem/kernel.cl,FAIL(6),0.458,0.020,0.006,0.618,0.826,0.750,2.677
/datadrive/gpuverify-tests/OpenCL/test_mod_invariants/local_direct/kernel.cl,PASS,0.419,0.015,0.009,0.539,0.783,0.582,2.348
/datadrive/gpuverify-tests/OpenCL/simplebinomialoptions2/kernel.cl,PASS,0.418,0.016,0.009,0.796,8.751,0.776,10.766
/datadrive/gpuverify-tests/OpenCL/test_nooverflowing_add/kernel.cl,PASS,0.458,0.009,0.006,0.467,0.540,0.542,2.021
/datadrive/gpuverify-tests/OpenCL/test_mod_invariants/global_reduce_strength/kernel.cl,PASS,0.418,0.019,0.005,0.584,1.057,0.618,2.700
/datadrive/gpuverify-tests/OpenCL/test_nooverflowing_add_predicate/kernel.cl,PASS,0.383,0.009,0.009,0.459,0.598,0.630,2.089
/datadrive/gpuverify-tests/OpenCL/test_nooverflowing_add_signed/kernel.cl,PASS,0.416,0.014,0.012,0.461,0.546,0.497,1.946
/datadrive/gpuverify-tests/OpenCL/test_mod_invariants/local_reduce_strength/kernel.cl,PASS,0.418,0.024,0.008,0.578,1.505,0.536,3.069
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/load_ptr_and_int/kernel.cl,PASS,0.415,0.009,0.006,0.455,0.578,0.624,2.088
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/load_ptr_and_short2/kernel.cl,PASS,0.455,0.011,0.005,0.464,0.581,0.703,2.220
/datadrive/gpuverify-tests/OpenCL/simplebinomialoptions/kernel.cl,PASS,0.458,0.015,0.012,0.701,10.231,0.740,12.156
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/store_int_and_short/kernel.cl,PASS,0.430,0.013,0.005,0.415,0.541,0.542,1.947
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/load_ptr_array_and_int/kernel.cl,PASS,0.421,0.018,0.009,0.456,0.584,0.867,2.355
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/store_ptr_and_int/kernel.cl,PASS,0.390,0.013,0.006,0.456,0.578,0.552,1.994
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/store_ptr_and_short/kernel.cl,PASS,0.384,0.009,0.005,0.503,0.627,0.588,2.116
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/store_ptr_and_short2/kernel.cl,PASS,0.415,0.011,0.008,0.455,0.584,0.536,2.010
/datadrive/gpuverify-tests/OpenCL/test_structs/requires/kernel.cl,PASS,0.416,0.011,0.012,0.385,0.500,0.457,1.781
/datadrive/gpuverify-tests/OpenCL/test_structs/requires_with_store/kernel.cl,PASS,0.376,0.008,0.006,0.462,0.552,0.455,1.859
/datadrive/gpuverify-tests/OpenCL/test_part_load_store/store_ptr_array_and_int/kernel.cl,PASS,0.425,0.009,0.006,0.417,0.584,0.658,2.100
/datadrive/gpuverify-tests/OpenCL/test_structs/store_array_element/kernel.cl,PASS,0.376,0.009,0.006,0.419,0.550,0.499,1.859
/datadrive/gpuverify-tests/OpenCL/test_structs/store_element/kernel.cl,PASS,0.419,0.017,0.005,0.459,0.542,0.457,1.900
/datadrive/gpuverify-tests/OpenCL/test_structs/store_ptr_array_element/kernel.cl,PASS,0.425,0.018,0.014,0.456,0.539,0.579,2.031
/datadrive/gpuverify-tests/OpenCL/test_structs/store_struct_element/kernel.cl,PASS,0.417,0.011,0.006,0.417,0.496,0.495,1.842
/datadrive/gpuverify-tests/OpenCL/test_structs/store_ptr_element/kernel.cl,PASS,0.417,0.009,0.015,0.459,0.576,0.622,2.097
/datadrive/gpuverify-tests/OpenCL/test_structs/use_array_element/kernel.cl,PASS,0.389,0.011,0.006,0.418,0.575,0.535,1.935
/datadrive/gpuverify-tests/OpenCL/test_structs/use_element/kernel.cl,PASS,0.381,0.011,0.005,0.422,0.577,0.536,1.933
/datadrive/gpuverify-tests/OpenCL/test_relational_inference/kernel.cl,PASS,0.416,0.009,0.006,0.620,1.948,0.668,3.668
/datadrive/gpuverify-tests/OpenCL/test_structs/use_ptr_element/kernel.cl,PASS,0.431,0.011,0.005,0.495,0.618,0.578,2.138
/datadrive/gpuverify-tests/OpenCL/test_structs/use_struct_element/kernel.cl,PASS,0.417,0.009,0.005,0.418,0.546,0.557,1.952
/datadrive/gpuverify-tests/OpenCL/typestest/kernel.cl,PASS,0.384,0.009,0.009,0.375,0.497,0.500,1.773
/datadrive/gpuverify-tests/OpenCL/unconstrained_sizes/global_size/kernel.cl,PASS,0.416,0.015,0.005,0.415,0.495,0.503,1.851
/datadrive/gpuverify-tests/OpenCL/test_structs/use_ptr_array_element/kernel.cl,PASS,0.416,0.009,0.006,0.458,0.618,0.825,2.332
/datadrive/gpuverify-tests/OpenCL/unconstrained_sizes/local_size/kernel.cl,PASS,0.375,0.014,0.010,0.416,0.536,0.736,2.088
/datadrive/gpuverify-tests/OpenCL/unconstrained_sizes/num_groups/kernel.cl,PASS,0.415,0.009,0.007,0.421,0.506,0.464,1.822
/datadrive/gpuverify-tests/OpenCL/transitiveclosuresimplified/kernel.cl,PASS,0.432,0.016,0.009,0.618,0.867,0.616,2.557
/datadrive/gpuverify-tests/OpenCL/transitiveclosuresimplified2/kernel.cl,PASS,0.418,0.012,0.008,0.616,0.900,0.698,2.652
/datadrive/gpuverify-tests/OpenCL/undef_tests/uninitialised_local_int/kernel.cl,FAIL(6),0.419,0.009,0.006,0.376,0.541,0.542,1.893
/datadrive/gpuverify-tests/OpenCL/undef_tests/uninitialised_local_ptr/kernel.cl,FAIL(6),0.381,0.010,0.012,0.382,0.497,0.538,1.820
/datadrive/gpuverify-tests/OpenCL/unreachable/kernel.cl,FAIL(6),0.419,0.018,0.013,0.424,0.536,0.579,1.988
/datadrive/gpuverify-tests/OpenCL/unusedreturn/kernel.cl,PASS,0.425,0.012,0.009,0.420,0.550,0.541,1.958
/datadrive/gpuverify-tests/OpenCL/vectortests/addressofvector/kernel.cl,PASS,0.426,0.011,0.013,0.415,0.544,0.536,1.944
/datadrive/gpuverify-tests/OpenCL/vectortests/double4simpleaccess/kernel.cl,PASS,0.376,0.008,0.015,0.344,0.495,0.467,1.704
/datadrive/gpuverify-tests/OpenCL/vectortests/double2simpleaccess/kernel.cl,PASS,0.376,0.025,0.014,0.375,0.496,0.467,1.754
/datadrive/gpuverify-tests/OpenCL/vectortests/double8simpleaccess/kernel.cl,PASS,0.422,0.014,0.012,0.341,0.506,0.541,1.835
/datadrive/gpuverify-tests/OpenCL/vectortests/float16simpleaccess/kernel.cl,PASS,0.416,0.020,0.006,0.375,0.503,0.461,1.781
/datadrive/gpuverify-tests/OpenCL/vectortests/float2simpleaccess/kernel.cl,PASS,0.419,0.021,0.005,0.375,0.536,0.460,1.816
/datadrive/gpuverify-tests/OpenCL/vectortests/float4simpleaccess/kernel.cl,PASS,0.420,0.009,0.007,0.378,0.499,0.456,1.768
/datadrive/gpuverify-tests/OpenCL/vectortests/float4arrayaccess/kernel.cl,PASS,0.376,0.012,0.005,0.496,0.625,0.620,2.134
/datadrive/gpuverify-tests/OpenCL/vectortests/float8simpleaccess/kernel.cl,PASS,0.416,0.015,0.008,0.347,0.499,0.495,1.779
/datadrive/gpuverify-tests/OpenCL/vectortests/int2simpleaccess/kernel.cl,PASS,0.415,0.016,0.008,0.375,0.455,0.460,1.729
/datadrive/gpuverify-tests/OpenCL/vectortests/int3load/kernel.cl,PASS,0.418,0.009,0.007,0.415,0.498,0.498,1.844
/datadrive/gpuverify-tests/OpenCL/vectortests/int3arrayaccess/kernel.cl,PASS,0.419,0.013,0.006,0.495,0.577,0.576,2.087
/datadrive/gpuverify-tests/OpenCL/vectortests/int3store/kernel.cl,PASS,0.417,0.018,0.005,0.376,0.511,0.500,1.828
/datadrive/gpuverify-tests/OpenCL/vectortests/float4initialisation/kernel.cl,PASS,0.415,0.018,0.029,0.949,0.782,0.708,2.902
/datadrive/gpuverify-tests/OpenCL/vectortests/int4initialisation/kernel.cl,PASS,0.415,0.013,0.011,0.379,0.500,0.462,1.780
/datadrive/gpuverify-tests/OpenCL/vectortests/int_vectors_big_test/kernel.cl,PASS,0.425,0.011,0.007,0.387,0.501,0.458,1.789
/datadrive/gpuverify-tests/OpenCL/vectortests/float4arithmetic/kernel.cl,PASS,0.415,0.015,0.009,0.547,0.656,1.619,3.261
/datadrive/gpuverify-tests/OpenCL/vectortests/select/kernel.cl,PASS,0.415,0.016,0.006,0.376,0.547,0.496,1.856
/datadrive/gpuverify-tests/OpenCL/vectortests/test_paren/kernel.cl,PASS,0.383,0.007,0.006,0.495,0.583,0.537,2.012
/datadrive/gpuverify-tests/OpenCL/vectortests/test_mul_add/kernel.cl,PASS,0.416,0.013,0.010,0.541,0.576,0.631,2.186
/datadrive/gpuverify-tests/OpenCL/vectortests/vectorops/kernel.cl,PASS,0.379,0.009,0.005,0.375,0.498,0.496,1.762
/datadrive/gpuverify-tests/OpenCL/vectortests/vectorops2/kernel.cl,PASS,0.427,0.009,0.006,0.377,0.496,0.496,1.810
/datadrive/gpuverify-tests/OpenCL/vectortests/vectorreturn/kernel.cl,PASS,0.423,0.009,0.006,0.415,0.616,0.495,1.964
/datadrive/gpuverify-tests/OpenCL/vectortests/vectorsplat/kernel.cl,PASS,0.418,0.009,0.011,0.377,0.505,0.495,1.815
/datadrive/gpuverify-tests/OpenCL/vectortests/vectorswizzle/kernel.cl,PASS,0.418,0.009,0.006,0.342,0.496,0.415,1.686
/datadrive/gpuverify-tests/OpenCL/warpsync/broken_shuffle/kernel.cl,FAIL(6),0.376,0.011,0.006,0.455,0.536,0.656,2.040
/datadrive/gpuverify-tests/OpenCL/vectortests/double2arithmetic/kernel.cl,PASS,0.375,0.015,0.009,0.621,0.701,4.038,5.759
/datadrive/gpuverify-tests/OpenCL/warpsync/shuffle/kernel.cl,PASS,0.415,0.009,0.006,0.499,0.536,0.616,2.081
/datadrive/gpuverify-tests/OpenCL/warpsync/2d/kernel.cl,PASS,0.382,0.009,0.006,0.495,0.616,0.656,2.164
/datadrive/gpuverify-tests/OpenCL/warpsync/scan_warp/kernel.cl,PASS,0.421,0.009,0.006,0.499,0.616,0.817,2.367
/datadrive/gpuverify-tests/OpenCL/warpsync/intragroup_scan/kernel.cl,PASS,0.375,0.017,0.009,0.577,0.816,1.379,3.173
/datadrive/gpuverify-tests/CUDASamples/6_Advanced_eigenvalues_bisect_kernel_large_onei/kernel.cu,FAIL(6),0.134,0.018,0.009,1.113,130.873,7.761,139.910
