kernel,status,clang,opt,bugle,vcgen,cruncher,boogiedriver,total
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_enabled_and_uniform/kernel.cu,PASS,0.136,0.013,0.006,0.497,0.586,0.537,1.774
/datadrive/gpuverify-tests/CUDA/argument_promotion/kernel.cu,PASS,0.135,0.023,0.004,0.457,0.536,0.497,1.652
/datadrive/gpuverify-tests/CUDA/atomics/device_global/kernel.cu,PASS,0.139,0.009,0.005,0.375,0.495,0.496,1.518
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_ensures/kernel.cu,PASS,0.137,0.010,0.007,0.458,0.656,0.537,1.805
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_for_loop_invariant/kernel.cu,PASS,0.141,0.011,0.006,0.496,0.661,0.501,1.816
/datadrive/gpuverify-tests/CUDA/atomics/add_one/kernel.cu,PASS,0.139,0.009,0.005,0.415,0.575,0.536,1.678
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_norace/kernel.cu,PASS,0.135,0.009,0.005,0.537,0.616,0.467,1.769
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_no_readwrite/kernel.cu,PASS,0.136,0.009,0.007,0.536,0.657,0.496,1.840
/datadrive/gpuverify-tests/CUDA/atomics/definitions/kernel.cu,PASS,0.137,0.009,0.005,0.415,0.620,0.542,1.728
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_while_loop_invariant/kernel.cu,PASS,0.135,0.009,0.011,0.497,0.656,0.496,1.805
/datadrive/gpuverify-tests/CUDA/annotation_tests/test_requires/kernel.cu,PASS,0.138,0.014,0.005,0.496,0.656,0.500,1.809
/datadrive/gpuverify-tests/CUDA/atomics/add_zero/kernel.cu,FAIL(6),0.134,0.010,0.005,0.415,0.545,0.659,1.768
/datadrive/gpuverify-tests/CUDA/atomics/pointer_add/kernel.cu,PASS,0.135,0.015,0.010,0.415,0.536,0.536,1.647
/datadrive/gpuverify-tests/CUDA/barrierconditionalkernelparam/kernel.cu,PASS,0.134,0.009,0.005,0.415,0.536,0.500,1.599
/datadrive/gpuverify-tests/CUDA/atomics/add_tid/kernel.cu,FAIL(6),0.154,0.010,0.005,0.456,0.576,0.617,1.817
/datadrive/gpuverify-tests/CUDA/atomics/test_abstraction_enforced/kernel.cu,FAIL(6),0.134,0.009,0.005,0.457,0.588,0.697,1.891
/datadrive/gpuverify-tests/CUDA/basic1/kernel.cu,PASS,0.138,0.009,0.005,0.375,0.455,0.457,1.439
/datadrive/gpuverify-tests/CUDA/casttofloat/kernel.cu,PASS,0.148,0.009,0.005,0.335,0.496,0.463,1.457
/datadrive/gpuverify-tests/CUDA/cuda_arch/kernel.cu,PASS,0.135,0.010,0.005,0.335,0.497,0.459,1.442
/datadrive/gpuverify-tests/CUDA/basicbarrier/kernel.cu,PASS,0.142,0.009,0.005,0.375,0.535,0.545,1.612
/datadrive/gpuverify-tests/CUDA/basicglobalarray/kernel.cu,PASS,0.140,0.009,0.005,0.416,0.577,0.597,1.744
/datadrive/gpuverify-tests/CUDA/curand_tests/pass/curand/kernel.cu,PASS,0.135,0.009,0.005,0.419,0.585,0.543,1.696
/datadrive/gpuverify-tests/CUDA/fail_tests/race_on_shared/kernel.cu,FAIL(6),0.136,0.009,0.005,0.417,0.536,0.625,1.728
/datadrive/gpuverify-tests/CUDA/curand_tests/pass/curand_mtgp32/kernel.cu,PASS,0.135,0.009,0.005,0.455,0.618,0.541,1.763
/datadrive/gpuverify-tests/CUDA/curand_tests/fail/curand_race/kernel.cu,FAIL(6),0.134,0.009,0.005,0.455,0.577,0.661,1.841
/datadrive/gpuverify-tests/CUDA/floatcastrequired/kernel.cu,PASS,0.134,0.012,0.008,0.375,0.536,0.465,1.531
/datadrive/gpuverify-tests/CUDA/curand_tests/fail/init_race/kernel.cu,FAIL(6),0.134,0.008,0.005,0.456,0.618,0.658,1.879
/datadrive/gpuverify-tests/CUDA/fail_tests/shared_int/kernel.cu,FAIL(6),0.134,0.013,0.015,0.422,0.579,0.657,1.821
/datadrive/gpuverify-tests/CUDA/curand_tests/fail/curand_mtgp32_block_race/kernel.cu,FAIL(6),0.134,0.009,0.006,0.496,0.619,0.656,1.919
/datadrive/gpuverify-tests/CUDA/ctimeslid/kernel.cu,PASS,0.135,0.009,0.006,0.536,0.736,0.575,1.998
/datadrive/gpuverify-tests/CUDA/curand_tests/fail/curand_mtgp32_race/kernel.cu,FAIL(6),0.134,0.015,0.005,0.495,0.579,0.698,1.928
/datadrive/gpuverify-tests/CUDA/ctimesgid/kernel.cu,PASS,0.134,0.020,0.005,0.535,1.030,0.674,2.399
/datadrive/gpuverify-tests/CUDA/floatrelationalop/kernel.cu,PASS,0.143,0.010,0.005,0.427,0.497,0.496,1.578
/datadrive/gpuverify-tests/CUDA/fresh_arrays/fail/array/kernel.cu,FAIL(6),0.142,0.016,0.005,0.420,0.537,0.617,1.736
/datadrive/gpuverify-tests/CUDA/fresh_arrays/fail/inherit/kernel.cu,FAIL(6),0.136,0.015,0.008,0.468,0.536,0.670,1.833
/datadrive/gpuverify-tests/CUDA/fresh_arrays/fail/struct_char/kernel.cu,FAIL(6),0.139,0.021,0.013,0.463,0.577,0.665,1.878
/datadrive/gpuverify-tests/CUDA/fresh_arrays/pass/array/kernel.cu,PASS,0.135,0.009,0.006,0.416,0.579,0.539,1.684
/datadrive/gpuverify-tests/CUDA/fresh_arrays/fail/struct_nested/kernel.cu,FAIL(6),0.140,0.009,0.005,0.416,0.584,0.624,1.779
/datadrive/gpuverify-tests/CUDA/fresh_arrays/pass/struct_char/kernel.cu,PASS,0.134,0.009,0.005,0.415,0.586,0.536,1.685
/datadrive/gpuverify-tests/CUDA/fresh_arrays/fail/struct_float/kernel.cu,FAIL(6),0.149,0.016,0.010,0.456,0.584,0.714,1.928
/datadrive/gpuverify-tests/CUDA/fresh_arrays/pass/struct_float/kernel.cu,PASS,0.135,0.009,0.004,0.416,0.588,0.538,1.690
/datadrive/gpuverify-tests/CUDA/fresh_arrays/pass/inherit/kernel.cu,PASS,0.135,0.009,0.005,0.456,0.617,0.582,1.804
/datadrive/gpuverify-tests/CUDA/function_pointers/unknown_function/kernel.cu,FAIL(4),0.136,0.016,0.006,0.000,0.000,0.000,0.158
/datadrive/gpuverify-tests/CUDA/function_pointers/basic_assignment_pass/kernel.cu,PASS,0.136,0.009,0.006,0.535,0.871,0.541,2.098
/datadrive/gpuverify-tests/CUDA/function_pointers/basic_argument_pass/kernel.cu,PASS,0.137,0.009,0.008,0.499,0.946,0.580,2.179
/datadrive/gpuverify-tests/CUDA/function_pointers/basic_argument_fail/kernel.cu,FAIL(6),0.139,0.009,0.004,0.502,0.861,0.669,2.184
/datadrive/gpuverify-tests/CUDA/function_pointers/basic_assignment_fail/kernel.cu,FAIL(6),0.139,0.009,0.005,0.497,0.908,0.656,2.215
/datadrive/gpuverify-tests/CUDA/function_pointers/basic_statement/kernel.cu,PASS,0.138,0.012,0.006,0.496,0.899,0.863,2.414
/datadrive/gpuverify-tests/CUDA/function_pointers/constant_value/kernel.cu,FAIL(6),0.139,0.010,0.006,0.498,0.665,0.616,1.934
/datadrive/gpuverify-tests/CUDA/function_pointers/check_return_value/kernel.cu,PASS,0.144,0.011,0.012,0.540,1.019,0.820,2.545
/datadrive/gpuverify-tests/CUDA/function_pointers/pass_struct/requires/kernel.cu,PASS,0.137,0.009,0.005,0.420,0.591,0.535,1.698
/datadrive/gpuverify-tests/CUDA/function_pointers/funcptr_lt/kernel.cu,PASS,0.137,0.029,0.031,0.548,0.939,0.615,2.300
/datadrive/gpuverify-tests/CUDA/function_pointers/funcptr_to_ptr/kernel.cu,PASS,0.153,0.011,0.005,0.537,0.817,0.696,2.220
/datadrive/gpuverify-tests/CUDA/inheritance_struct_simplify/direct/kernel.cu,PASS,0.135,0.011,0.008,0.379,0.497,0.512,1.542
/datadrive/gpuverify-tests/CUDA/inheritance_struct_simplify/indirect/kernel.cu,PASS,0.137,0.009,0.004,0.375,0.511,0.460,1.497
/datadrive/gpuverify-tests/CUDA/function_pointers/funcptr_to_ptr_add/kernel.cu,FAIL(6),0.136,0.011,0.006,0.538,0.937,0.656,2.283
/datadrive/gpuverify-tests/CUDA/large_constant_array/kernel.cu,PASS,0.137,0.009,0.004,0.376,0.542,0.500,1.568
/datadrive/gpuverify-tests/CUDA/function_pointers/pass_struct/call/kernel.cu,FAIL(6),0.134,0.012,0.009,0.536,0.823,0.701,2.214
/datadrive/gpuverify-tests/CUDA/function_pointers/return_value/kernel.cu,PASS,0.136,0.009,0.005,0.541,0.856,0.576,2.123
/datadrive/gpuverify-tests/CUDA/globalarray/fail/kernel.cu,FAIL(6),0.143,0.017,0.008,0.455,0.508,0.658,1.790
/datadrive/gpuverify-tests/CUDA/function_pointers/pass_struct/requires_call/kernel.cu,PASS,0.141,0.008,0.008,0.539,0.860,0.618,2.173
/datadrive/gpuverify-tests/CUDA/local2darrayaccess/kernel.cu,PASS,0.135,0.009,0.005,0.431,0.576,0.540,1.696
/datadrive/gpuverify-tests/CUDA/memcpy/unhandled_varlen/kernel.cu,FAIL(4),0.144,0.009,0.005,0.000,0.000,0.000,0.158
/datadrive/gpuverify-tests/CUDA/localarrayaccess/kernel.cu,PASS,0.145,0.010,0.009,0.456,0.579,0.544,1.743
/datadrive/gpuverify-tests/CUDA/function_pointers/soundness_issue/kernel.cu,FAIL(6),0.137,0.011,0.005,0.540,1.109,0.820,2.621
/datadrive/gpuverify-tests/CUDA/loop_unwind/kernel.cu,FAIL(6),0.147,0.016,0.007,0.502,0.000,0.707,1.379
/datadrive/gpuverify-tests/CUDA/memcpy/arrayofstruct/kernel.cu,PASS,0.142,0.009,0.018,0.462,0.584,0.576,1.790
/datadrive/gpuverify-tests/CUDA/memcpy/fail_arrayofstruct/kernel.cu,FAIL(6),0.135,0.010,0.020,0.464,0.577,0.659,1.866
/datadrive/gpuverify-tests/CUDA/memcpy/mismatch/kernel.cu,PASS,0.136,0.017,0.006,0.418,0.544,0.542,1.662
/datadrive/gpuverify-tests/CUDA/memcpy/null_dst/kernel.cu,FAIL(6),0.137,0.011,0.005,0.377,0.545,0.580,1.655
/datadrive/gpuverify-tests/CUDA/memcpy/lentoosmall/kernel.cu,PASS,0.137,0.012,0.007,0.418,0.576,0.579,1.729
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/array_element_passed_to_call2/kernel.cu,PASS,0.136,0.013,0.006,0.464,0.537,0.495,1.651
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/array_element_passed_to_call1/kernel.cu,PASS,0.135,0.009,0.005,0.458,0.576,0.496,1.679
/datadrive/gpuverify-tests/CUDA/memcpy/null_src/kernel.cu,FAIL(6),0.137,0.009,0.006,0.422,0.536,0.588,1.698
/datadrive/gpuverify-tests/CUDA/memcpy/lentoobig/kernel.cu,FAIL(6),0.138,0.009,0.006,0.463,0.577,0.752,1.945
/datadrive/gpuverify-tests/CUDA/memset/unhandled_varlen/kernel.cu,FAIL(4),0.134,0.016,0.006,0.000,0.000,0.000,0.156
/datadrive/gpuverify-tests/CUDA/memset/unhandled_varval/kernel.cu,FAIL(4),0.103,0.028,0.006,0.000,0.000,0.000,0.137
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/global_passed_to_call/kernel.cu,PASS,0.137,0.022,0.006,0.455,0.584,0.498,1.701
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/i8_element_global_passed_to_call1/kernel.cu,PASS,0.145,0.009,0.006,0.419,0.537,0.541,1.658
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail1/kernel.cu,FAIL(2),0.134,0.000,0.000,0.000,0.000,0.000,0.134
/datadrive/gpuverify-tests/CUDA/memcpy/notexactdiv/kernel.cu,FAIL(6),0.135,0.011,0.016,0.455,0.578,0.780,1.975
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/i8_element_parameter_passed_to_call/kernel.cu,PASS,0.136,0.009,0.005,0.383,0.504,0.497,1.534
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/i8_element_global_passed_to_call2/kernel.cu,PASS,0.137,0.009,0.005,0.416,0.576,0.503,1.647
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/parameter_passed_to_call/kernel.cu,PASS,0.136,0.025,0.010,0.379,0.541,0.465,1.555
/datadrive/gpuverify-tests/CUDA/memcpy_simplification/shared_element_passed_to_call/kernel.cu,PASS,0.134,0.010,0.007,0.421,0.503,0.500,1.575
/datadrive/gpuverify-tests/CUDA/memcpy/fail_overstep/kernel.cu,FAIL(6),0.136,0.009,0.006,0.469,0.616,1.716,2.952
/datadrive/gpuverify-tests/CUDA/memset/initstruct/kernel.cu,PASS,0.138,0.010,0.006,0.460,0.536,0.535,1.685
/datadrive/gpuverify-tests/CUDA/memset/null_dst/kernel.cu,FAIL(6),0.134,0.010,0.007,0.383,0.496,0.538,1.569
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail2/kernel.cu,FAIL(6),0.135,0.011,0.006,0.540,0.000,0.777,1.467
/datadrive/gpuverify-tests/CUDA/memset_simplification/kernel.cu,PASS,0.134,0.008,0.017,0.455,0.548,0.555,1.716
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail8/kernel.cu,FAIL(6),0.148,0.009,0.005,0.375,0.497,0.551,1.585
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail5/kernel.cu,FAIL(6),0.137,0.011,0.006,0.415,0.496,0.576,1.641
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail4/kernel.cu,FAIL(6),0.139,0.009,0.010,0.419,0.576,0.621,1.774
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail6/kernel.cu,FAIL(6),0.135,0.009,0.006,0.462,0.547,0.625,1.784
/datadrive/gpuverify-tests/CUDA/misc/pass/misc2/kernel.cu,PASS,0.135,0.009,0.006,0.416,0.538,0.512,1.615
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail3/kernel.cu,FAIL(6),0.136,0.010,0.006,0.456,0.746,0.664,2.018
/datadrive/gpuverify-tests/CUDA/misc/pass/misc3/kernel.cu,FAIL(6),0.134,0.017,0.009,0.416,0.542,0.580,1.699
/datadrive/gpuverify-tests/CUDA/misc/fail/miscfail7/kernel.cu,FAIL(6),0.134,0.011,0.006,0.495,0.584,0.696,1.927
/datadrive/gpuverify-tests/CUDA/misc/pass/misc1/kernel.cu,PASS,0.136,0.009,0.005,0.579,0.744,0.575,2.049
/datadrive/gpuverify-tests/CUDA/misc/pass/misc4/kernel.cu,PASS,0.136,0.009,0.005,0.535,0.943,0.495,2.123
/datadrive/gpuverify-tests/CUDA/misc/pass/misc5/kernel.cu,PASS,0.134,0.020,0.027,0.461,0.537,0.499,1.678
/datadrive/gpuverify-tests/CUDA/misc/pass/misc6/kernel.cu,PASS,0.134,0.010,0.021,0.498,0.537,0.497,1.696
/datadrive/gpuverify-tests/CUDA/misc/pass/misc7/kernel.cu,PASS,0.139,0.009,0.006,0.376,0.496,0.499,1.524
/datadrive/gpuverify-tests/CUDA/nestedinline/kernel.cu,PASS,0.147,0.010,0.005,0.337,0.458,0.418,1.375
/datadrive/gpuverify-tests/CUDA/mul24/kernel.cu,PASS,0.137,0.009,0.006,0.455,0.578,0.537,1.722
/datadrive/gpuverify-tests/CUDA/multiplelocals/kernel.cu,PASS,0.147,0.017,0.005,0.339,0.576,0.456,1.541
/datadrive/gpuverify-tests/CUDA/nonpointerparameter1/kernel.cu,PASS,0.138,0.009,0.006,0.375,0.459,0.456,1.443
/datadrive/gpuverify-tests/CUDA/misc/pass/misc8/kernel.cu,PASS,0.138,0.024,0.008,0.502,0.576,0.621,1.869
/datadrive/gpuverify-tests/CUDA/notunaryoptest/kernel.cu,PASS,0.135,0.009,0.007,0.335,0.456,0.464,1.406
/datadrive/gpuverify-tests/CUDA/nonpointerparameter2/kernel.cu,PASS,0.139,0.011,0.005,0.383,0.495,0.541,1.574
/datadrive/gpuverify-tests/CUDA/param_values/value_in_assert/kernel.cu,FAIL(6),0.134,0.009,0.005,0.375,0.495,0.538,1.557
/datadrive/gpuverify-tests/CUDA/param_values/value_causing_race/kernel.cu,FAIL(6),0.137,0.010,0.006,0.457,0.578,0.660,1.847
/datadrive/gpuverify-tests/CUDA/noraceduetoreturn/kernel.cu,PASS,0.135,0.016,0.015,0.503,0.743,0.536,1.948
/datadrive/gpuverify-tests/CUDA/pointeranalysistests/testinterprocedural/kernel.cu,PASS,0.136,0.009,0.006,0.415,0.579,0.497,1.641
/datadrive/gpuverify-tests/CUDA/pointeranalysistests/testbasicaliasing/kernel.cu,FAIL(6),0.136,0.022,0.009,0.495,0.616,0.660,1.937
/datadrive/gpuverify-tests/CUDA/pointers_in_structs/test1/kernel.cu,PASS,0.137,0.009,0.017,0.460,0.536,0.537,1.697
/datadrive/gpuverify-tests/CUDA/pointeranalysistests/testinterprocedural2/kernel.cu,PASS,0.135,0.009,0.005,0.456,0.588,0.621,1.815
/datadrive/gpuverify-tests/CUDA/pointeranalysistests/testinterprocedural3/kernel.cu,PASS,0.135,0.009,0.010,0.464,0.662,0.582,1.862
/datadrive/gpuverify-tests/CUDA/pointers_in_structs/test2/kernel.cu,PASS,0.137,0.009,0.011,0.495,0.617,0.590,1.858
/datadrive/gpuverify-tests/CUDA/pointertests/test1/kernel.cu,PASS,0.141,0.021,0.005,0.415,0.544,0.539,1.664
/datadrive/gpuverify-tests/CUDA/pointertests/scanlargelike/kernel.cu,PASS,0.134,0.010,0.006,0.415,0.618,0.543,1.725
/datadrive/gpuverify-tests/CUDA/pointers_in_structs/test3/kernel.cu,PASS,0.138,0.010,0.010,0.500,0.578,0.586,1.822
/datadrive/gpuverify-tests/CUDA/pointertests/test10/kernel.cu,PASS,0.135,0.011,0.008,0.463,0.537,0.535,1.689
/datadrive/gpuverify-tests/CUDA/pointertests/test11/kernel.cu,PASS,0.136,0.009,0.008,0.458,0.699,0.579,1.891
/datadrive/gpuverify-tests/CUDA/pointertests/test14/kernel.cu,PASS,0.137,0.009,0.005,0.375,0.496,0.463,1.485
/datadrive/gpuverify-tests/CUDA/pointers_in_structs/test4/kernel.cu,PASS,0.136,0.016,0.007,0.536,0.696,0.899,2.289
/datadrive/gpuverify-tests/CUDA/pointertests/test13/kernel.cu,PASS,0.134,0.009,0.005,0.455,0.535,0.499,1.637
/datadrive/gpuverify-tests/CUDA/pointertests/test2/kernel.cu,PASS,0.136,0.016,0.013,0.416,0.576,0.536,1.694
/datadrive/gpuverify-tests/CUDA/pointertests/test3/kernel.cu,PASS,0.134,0.012,0.005,0.422,0.537,0.551,1.661
/datadrive/gpuverify-tests/CUDA/pointertests/test12/kernel.cu,PASS,0.135,0.010,0.011,0.497,0.898,0.576,2.128
/datadrive/gpuverify-tests/CUDA/pointertests/cast/kernel.cu,FAIL(6),0.140,0.011,0.011,0.536,0.776,1.154,2.627
/datadrive/gpuverify-tests/CUDA/return_val/char/kernel.cu,FAIL(4),0.140,0.009,0.005,0.000,0.000,0.000,0.154
/datadrive/gpuverify-tests/CUDA/return_val/longlong/kernel.cu,FAIL(4),0.137,0.023,0.009,0.000,0.000,0.000,0.169
/datadrive/gpuverify-tests/CUDA/pointertests/test4/kernel.cu,PASS,0.140,0.009,0.005,0.458,0.696,0.537,1.845
/datadrive/gpuverify-tests/CUDA/pointertests/test5/kernel.cu,PASS,0.147,0.009,0.008,0.495,0.617,0.576,1.853
/datadrive/gpuverify-tests/CUDA/pointertests/test6/kernel.cu,PASS,0.135,0.009,0.005,0.495,0.624,0.582,1.850
/datadrive/gpuverify-tests/CUDA/pointertests/test7/kernel.cu,PASS,0.139,0.019,0.005,0.375,0.537,0.456,1.530
/datadrive/gpuverify-tests/CUDA/pointertests/test9/kernel.cu,PASS,0.135,0.009,0.013,0.457,0.540,0.537,1.690
/datadrive/gpuverify-tests/CUDA/pointertests/test8/kernel.cu,PASS,0.138,0.009,0.010,0.460,0.537,0.543,1.696
/datadrive/gpuverify-tests/CUDA/pointertests/test_copy_between_memory_spaces/kernel.cu,PASS,0.124,0.029,0.007,0.458,0.576,0.496,1.691
/datadrive/gpuverify-tests/CUDA/pointertests/test_bad_pointer_procedure_call/kernel.cu,PASS,0.137,0.010,0.007,0.418,0.616,0.666,1.854
/datadrive/gpuverify-tests/CUDA/pointertests/test_copy_between_pointers/kernel.cu,PASS,0.137,0.013,0.005,0.424,0.580,0.501,1.661
/datadrive/gpuverify-tests/CUDA/predication/test1/kernel.cu,PASS,0.139,0.011,0.007,0.456,0.538,0.514,1.665
/datadrive/gpuverify-tests/CUDA/predication/test2/kernel.cu,PASS,0.137,0.017,0.019,0.496,0.582,0.497,1.747
/datadrive/gpuverify-tests/CUDA/pointertests/test_pass_value_from_array/kernel.cu,PASS,0.146,0.013,0.005,0.455,0.736,0.583,1.938
/datadrive/gpuverify-tests/CUDA/simpleparampassing/kernel.cu,PASS,0.137,0.015,0.010,0.379,0.495,0.537,1.573
/datadrive/gpuverify-tests/CUDA/struct/kernel.cu,PASS,0.136,0.018,0.004,0.375,0.464,0.460,1.457
/datadrive/gpuverify-tests/CUDA/reduced_strength_with_requires/kernel.cu,PASS,0.135,0.009,0.005,0.579,0.780,0.576,2.086
/datadrive/gpuverify-tests/CUDA/simplereturn/kernel.cu,PASS,0.136,0.009,0.006,0.460,0.537,0.537,1.684
/datadrive/gpuverify-tests/CUDA/store_in_byval_function/kernel.cu,PASS,0.139,0.009,0.005,0.500,0.579,0.592,1.823
/datadrive/gpuverify-tests/CUDA/ternarytest/kernel.cu,PASS,0.135,0.012,0.006,0.512,0.622,0.539,1.825
/datadrive/gpuverify-tests/CUDA/threadfence/kernel.cu,PASS,0.140,0.015,0.005,0.415,0.497,0.507,1.580
/datadrive/gpuverify-tests/CUDA/test_for_get_group_id/kernel.cu,PASS,0.135,0.009,0.009,0.457,0.620,0.536,1.766
/datadrive/gpuverify-tests/CUDA/reduced_strength_blockwise/kernel.cu,PASS,0.135,0.015,0.006,0.615,1.019,1.066,2.856
/datadrive/gpuverify-tests/CUDA/ternarytest2/kernel.cu,PASS,0.138,0.009,0.006,0.541,0.577,0.538,1.809
/datadrive/gpuverify-tests/CUDA/unusedreturn/kernel.cu,PASS,0.136,0.013,0.004,0.417,0.551,0.498,1.618
/datadrive/gpuverify-tests/CUDA/warpsize/kernel.cu,PASS,0.137,0.010,0.006,0.418,0.547,0.546,1.665
/datadrive/gpuverify-tests/CUDA/transitiveclosure/kernel.cu,PASS,0.140,0.009,0.009,0.617,0.947,0.616,2.339
/datadrive/gpuverify-tests/CUDA/warpsync/2d/kernel.cu,PASS,0.134,0.013,0.006,0.498,0.623,0.696,1.970
/datadrive/gpuverify-tests/CUDA/warpsync/bad_inter_group/kernel.cu,FAIL(6),0.135,0.009,0.009,0.498,0.621,0.697,1.969
/datadrive/gpuverify-tests/CUDA/scope/kernel.cu,PASS,0.141,0.015,0.009,0.586,1.996,0.660,3.407
/datadrive/gpuverify-tests/CUDA/warpsync/broken_shuffle/kernel.cu,FAIL(6),0.137,0.028,0.005,0.461,0.577,0.741,1.949
/datadrive/gpuverify-tests/CUDA/warpsync/equality_abstraction_issue/kernel.cu,FAIL(6),0.134,0.008,0.006,0.467,0.617,0.738,1.970
/datadrive/gpuverify-tests/CUDA/warpsync/refined_equality_abstraction/kernel.cu,PASS,0.142,0.011,0.006,0.539,0.616,0.585,1.898
/datadrive/gpuverify-tests/CUDA/warpsync/shuffle/kernel.cu,PASS,0.142,0.011,0.009,0.457,0.581,0.664,1.863
/datadrive/gpuverify-tests/CUDA/warpsync/intragroup_scan/kernel.cu,PASS,0.135,0.009,0.010,0.580,0.697,1.099,2.530
/datadrive/gpuverify-tests/CUDASamples/2_Graphics_marchingCubes_compactVoxels/kernel.cu,PASS,0.135,0.011,0.006,0.496,0.586,0.629,1.863
/datadrive/gpuverify-tests/CUDA/warpsync/scan_warp/kernel.cu,PASS,0.136,0.017,0.007,0.575,0.669,0.943,2.347
/datadrive/gpuverify-tests/CUDASamples/2_Graphics_marchingCubes_classifyVoxel/kernel.cu,PASS,0.137,0.018,0.016,0.537,0.619,0.739,2.065
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_dct8x8_CUDAkernelQuantizationFloat/kernel.cu,PASS,0.140,0.018,0.007,0.497,0.587,0.577,1.828
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_dct8x8_CUDAkernelQuantizationShort/kernel.cu,PASS,0.139,0.015,0.014,0.542,0.578,0.617,1.905
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_recursiveGaussian_d_transpose/kernel.cu,FAIL(6),0.135,0.009,0.006,0.536,0.617,0.781,2.084
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_histogram_mergeHistogram256Kernel/kernel.cu,FAIL(6),0.135,0.016,0.007,0.617,1.025,0.907,2.707
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_histogram_mergeHistogram64Kernel/kernel.cu,FAIL(6),0.144,0.009,0.012,0.627,1.062,0.867,2.721
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_stereoDisparity_stereoDisparity/kernel.cu,FAIL(6),0.148,0.018,0.010,0.702,1.629,0.000,2.508
/datadrive/gpuverify-tests/CUDASamples/3_Imaging_dct8x8_CUDAkernel1DCT/kernel.cu,FAIL(6),0.137,0.010,0.010,0.618,1.747,1.421,3.944
