kernel,status,clang,opt,bugle,instrumentation,vcgen,cruncher,repair,total
/datadrive/gpurepair/Toolchain/testsuite/CUDA/cuda_arch/kernel.cu,PASS,0.137,0.009,0.004,0.255,0.346,0.460,0.616,1.826
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basicglobalarray/kernel.cu,PASS,0.136,0.009,0.005,0.297,0.457,0.593,0.659,2.156
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimeslid/kernel.cu,PASS,0.144,0.010,0.009,0.297,0.580,0.776,0.699,2.516
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand/kernel.cu,PASS,0.137,0.009,0.006,0.295,0.496,0.616,0.701,2.260
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fail_tests/race_on_shared/kernel.cu,FAIL(202),0.136,0.009,0.008,0.300,0.458,0.578,0.739,2.227
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand_mtgp32/kernel.cu,PASS,0.136,0.009,0.005,0.294,0.543,0.671,0.702,2.360
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimesgid/kernel.cu,PASS,0.143,0.009,0.010,0.298,0.583,1.057,0.740,2.840
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatcastrequired/kernel.cu,PASS,0.146,0.009,0.006,0.258,0.376,0.496,0.619,1.910
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_mtgp32_block_race/kernel.cu,FAIL(202),0.138,0.009,0.008,0.304,0.537,0.661,1.344,3.002
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fail_tests/shared_int/kernel.cu,FAIL(202),0.145,0.009,0.013,0.300,0.500,0.576,0.699,2.244
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_race/kernel.cu,FAIL(202),0.142,0.016,0.007,0.295,0.495,0.583,1.550,3.088
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatrelationalop/kernel.cu,PASS,0.142,0.009,0.006,0.260,0.377,0.544,0.585,1.923
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_mtgp32_race/kernel.cu,FAIL(202),0.136,0.014,0.010,0.301,0.500,0.619,2.303,3.882
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/array/kernel.cu,FAIL(202),0.136,0.012,0.006,0.297,0.458,0.584,0.736,2.230
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/inherit/kernel.cu,FAIL(202),0.138,0.009,0.005,0.300,0.498,0.579,0.741,2.270
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_float/kernel.cu,FAIL(202),0.149,0.010,0.005,0.294,0.459,0.580,0.776,2.274
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_char/kernel.cu,FAIL(202),0.139,0.009,0.005,0.294,0.510,0.897,0.780,2.635
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_nested/kernel.cu,FAIL(202),0.140,0.009,0.008,0.300,0.461,0.576,0.787,2.280
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/array/kernel.cu,PASS,0.150,0.016,0.012,0.295,0.467,0.577,0.659,2.176
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/inherit/kernel.cu,PASS,0.143,0.014,0.007,0.296,0.457,0.576,0.702,2.196
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_char/kernel.cu,PASS,0.136,0.011,0.010,0.302,0.458,0.584,0.696,2.197
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_float/kernel.cu,PASS,0.142,0.010,0.006,0.303,0.455,0.583,0.661,2.160
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_argument_fail/kernel.cu,FAIL(201),0.143,0.011,0.005,0.295,0.496,0.818,1.023,2.790
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_argument_pass/kernel.cu,PASS,0.147,0.016,0.006,0.295,0.540,0.868,0.898,2.768
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_assignment_pass/kernel.cu,PASS,0.136,0.009,0.005,0.294,0.536,0.902,0.937,2.819
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/unknown_function/kernel.cu,FAIL(4),0.138,0.010,0.005,0.000,0.000,0.000,0.000,0.153
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_assignment_fail/kernel.cu,FAIL(201),0.136,0.009,0.009,0.296,0.535,0.857,1.097,2.939
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_statement/kernel.cu,PASS,0.137,0.016,0.009,0.355,0.536,0.989,0.823,2.864
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/init_race/kernel.cu,FAIL(202),0.136,0.016,0.011,0.298,0.500,0.620,4.802,6.382
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/constant_value/kernel.cu,FAIL(201),0.142,0.026,0.010,0.307,0.496,0.741,0.860,2.582
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires/kernel.cu,PASS,0.136,0.009,0.005,0.255,0.415,0.539,0.656,2.016
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_lt/kernel.cu,PASS,0.139,0.019,0.006,0.303,0.497,0.858,0.950,2.773
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_to_ptr/kernel.cu,PASS,0.136,0.009,0.006,0.295,0.537,0.939,0.941,2.862
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/check_return_value/kernel.cu,PASS,0.144,0.009,0.006,0.302,0.541,0.980,1.313,3.294
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_to_ptr_add/kernel.cu,FAIL(201),0.139,0.010,0.010,0.300,0.540,0.982,1.099,3.080
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/return_value/kernel.cu,PASS,0.136,0.009,0.005,0.295,0.512,0.818,0.988,2.763
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/indirect/kernel.cu,PASS,0.139,0.016,0.006,0.257,0.396,0.498,0.576,1.887
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/direct/kernel.cu,PASS,0.139,0.009,0.005,0.296,0.376,0.497,0.578,1.901
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires_call/kernel.cu,PASS,0.136,0.012,0.005,0.295,0.539,0.939,1.228,3.155
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/call/kernel.cu,FAIL(201),0.149,0.009,0.005,0.295,0.537,0.959,1.424,3.378
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/soundness_issue/kernel.cu,FAIL(201),0.135,0.016,0.005,0.296,0.540,1.069,1.140,3.201
/datadrive/gpurepair/Toolchain/testsuite/CUDA/large_constant_array/kernel.cu,PASS,0.136,0.022,0.008,0.295,0.462,0.576,0.666,2.165
/datadrive/gpurepair/Toolchain/testsuite/CUDA/globalarray/fail/kernel.cu,FAIL(202),0.136,0.009,0.005,0.295,0.468,0.576,0.939,2.429
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/unhandled_varlen/kernel.cu,FAIL(4),0.137,0.009,0.006,0.000,0.000,0.000,0.000,0.151
/datadrive/gpurepair/Toolchain/testsuite/CUDA/local2darrayaccess/kernel.cu,PASS,0.147,0.019,0.008,0.306,0.503,0.577,0.703,2.263
/datadrive/gpurepair/Toolchain/testsuite/CUDA/loop_unwind/kernel.cu,FAIL(202),0.140,0.010,0.005,0.298,0.538,0.619,0.736,2.347
/datadrive/gpurepair/Toolchain/testsuite/CUDA/localarrayaccess/kernel.cu,PASS,0.144,0.010,0.006,0.339,0.516,0.583,0.857,2.455
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/arrayofstruct/kernel.cu,PASS,0.138,0.011,0.006,0.337,0.459,0.577,0.696,2.223
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/fail_arrayofstruct/kernel.cu,FAIL(202),0.136,0.011,0.004,0.295,0.496,0.629,1.097,2.668
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoosmall/kernel.cu,PASS,0.147,0.012,0.005,0.296,0.495,0.619,0.736,2.311
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/null_dst/kernel.cu,FAIL(201),0.143,0.009,0.008,0.256,0.376,0.495,0.739,2.026
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoobig/kernel.cu,PASS,0.136,0.018,0.017,0.298,0.500,0.657,1.178,2.804
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/mismatch/kernel.cu,PASS,0.111,0.016,0.013,0.300,0.496,0.618,0.778,2.332
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/null_src/kernel.cu,FAIL(201),0.139,0.010,0.009,0.255,0.417,0.537,0.658,2.023
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/unhandled_varlen/kernel.cu,FAIL(4),0.140,0.009,0.006,0.000,0.000,0.000,0.000,0.155
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call1/kernel.cu,PASS,0.139,0.010,0.005,0.254,0.457,0.536,0.658,2.060
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/unhandled_varval/kernel.cu,FAIL(4),0.146,0.011,0.009,0.000,0.000,0.000,0.000,0.166
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail1/kernel.cu,FAIL(2),0.149,0.000,0.000,0.000,0.000,0.000,0.000,0.149
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call2/kernel.cu,PASS,0.139,0.015,0.005,0.294,0.456,0.578,0.664,2.152
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/global_passed_to_call/kernel.cu,PASS,0.135,0.010,0.008,0.295,0.458,0.591,0.661,2.157
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call1/kernel.cu,PASS,0.135,0.012,0.008,0.303,0.455,0.537,0.660,2.111
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call2/kernel.cu,PASS,0.136,0.016,0.006,0.298,0.456,0.584,0.663,2.159
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_parameter_passed_to_call/kernel.cu,PASS,0.147,0.009,0.006,0.254,0.378,0.542,0.618,1.953
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/parameter_passed_to_call/kernel.cu,PASS,0.139,0.017,0.006,0.263,0.381,0.549,0.619,1.975
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/shared_element_passed_to_call/kernel.cu,PASS,0.136,0.009,0.006,0.296,0.456,0.624,0.656,2.183
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/notexactdiv/kernel.cu,PASS,0.150,0.015,0.006,0.295,0.501,0.661,1.859,3.487
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/initstruct/kernel.cu,PASS,0.136,0.009,0.006,0.348,0.506,0.617,0.696,2.318
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/null_dst/kernel.cu,FAIL(201),0.137,0.023,0.014,0.258,0.376,0.495,0.703,2.006
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail2/kernel.cu,FAIL(6),0.137,0.015,0.005,0.307,0.581,0.820,0.000,1.865
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset_simplification/kernel.cu,PASS,0.137,0.020,0.005,0.295,0.455,0.616,0.745,2.273
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail8/kernel.cu,FAIL(201),0.139,0.009,0.005,0.258,0.376,0.496,0.703,1.986
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail5/kernel.cu,FAIL(201),0.145,0.009,0.006,0.295,0.498,0.537,0.785,2.274
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail6/kernel.cu,FAIL(202),0.136,0.016,0.010,0.296,0.464,0.585,0.738,2.245
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail4/kernel.cu,PASS,0.149,0.016,0.006,0.295,0.467,0.579,0.945,2.458
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail3/kernel.cu,PASS,0.138,0.009,0.006,0.297,0.458,0.745,0.982,2.636
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail7/kernel.cu,FAIL(201),0.136,0.009,0.007,0.295,0.538,0.619,1.071,2.674
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc2/kernel.cu,PASS,0.136,0.023,0.009,0.298,0.468,0.585,0.702,2.222
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc3/kernel.cu,FAIL(201),0.137,0.009,0.006,0.295,0.469,0.583,0.782,2.281
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc5/kernel.cu,PASS,0.139,0.020,0.012,0.316,0.459,0.540,0.622,2.108
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc1/kernel.cu,PASS,0.143,0.021,0.011,0.295,0.627,0.778,0.995,2.870
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc4/kernel.cu,PASS,0.136,0.009,0.006,0.257,0.539,0.925,0.656,2.527
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc7/kernel.cu,PASS,0.138,0.009,0.005,0.258,0.394,0.539,0.582,1.924
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc6/kernel.cu,PASS,0.139,0.012,0.006,0.295,0.463,0.576,0.628,2.117
/datadrive/gpurepair/Toolchain/testsuite/CUDA/multiplelocals/kernel.cu,PASS,0.149,0.012,0.007,0.259,0.376,0.498,0.586,1.887
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nestedinline/kernel.cu,PASS,0.137,0.011,0.006,0.269,0.382,0.496,0.579,1.879
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nonpointerparameter1/kernel.cu,PASS,0.138,0.009,0.006,0.255,0.382,0.503,0.587,1.880
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc8/kernel.cu,PASS,0.136,0.020,0.018,0.298,0.535,0.658,0.859,2.526
/datadrive/gpurepair/Toolchain/testsuite/CUDA/mul24/kernel.cu,PASS,0.149,0.011,0.005,0.298,0.536,0.618,0.698,2.316
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nonpointerparameter2/kernel.cu,PASS,0.137,0.016,0.013,0.261,0.386,0.537,0.621,1.970
/datadrive/gpurepair/Toolchain/testsuite/CUDA/notunaryoptest/kernel.cu,PASS,0.142,0.012,0.006,0.255,0.349,0.458,0.578,1.801
/datadrive/gpurepair/Toolchain/testsuite/CUDA/noraceduetoreturn/kernel.cu,PASS,0.136,0.018,0.006,0.303,0.536,0.740,0.898,2.637
/datadrive/gpurepair/Toolchain/testsuite/CUDA/param_values/value_in_assert/kernel.cu,FAIL(201),0.136,0.009,0.006,0.266,0.426,0.495,0.980,2.318
/datadrive/gpurepair/Toolchain/testsuite/CUDA/param_values/value_causing_race/kernel.cu,PASS,0.142,0.009,0.005,0.296,0.496,0.623,1.098,2.669
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural/kernel.cu,PASS,0.137,0.011,0.006,0.295,0.415,0.583,0.696,2.144
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural2/kernel.cu,PASS,0.137,0.018,0.005,0.295,0.503,0.616,0.737,2.311
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test1/kernel.cu,PASS,0.136,0.016,0.013,0.303,0.456,0.576,0.698,2.197
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/fail_overstep/kernel.cu,PASS,0.106,0.018,0.005,0.298,0.576,0.781,7.651,9.435
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural3/kernel.cu,PASS,0.136,0.015,0.006,0.336,0.500,0.708,0.759,2.460
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test2/kernel.cu,PASS,0.143,0.009,0.005,0.299,0.538,0.619,0.781,2.393
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test3/kernel.cu,PASS,0.105,0.010,0.005,0.299,0.540,0.616,0.795,2.370
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/scanlargelike/kernel.cu,PASS,0.138,0.009,0.006,0.296,0.469,0.617,0.699,2.234
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test1/kernel.cu,PASS,0.136,0.010,0.008,0.296,0.496,0.581,0.701,2.227
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test10/kernel.cu,PASS,0.136,0.009,0.005,0.295,0.467,0.621,0.748,2.282
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testbasicaliasing/kernel.cu,FAIL(202),0.142,0.020,0.012,0.297,0.541,0.638,2.107,3.757
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test14/kernel.cu,PASS,0.137,0.017,0.009,0.260,0.379,0.579,0.622,2.003
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test11/kernel.cu,PASS,0.151,0.019,0.009,0.295,0.500,0.697,0.743,2.414
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test13/kernel.cu,PASS,0.138,0.021,0.007,0.336,0.455,0.617,0.658,2.233
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test4/kernel.cu,PASS,0.136,0.011,0.008,0.335,0.703,0.986,1.635,3.815
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test12/kernel.cu,PASS,0.140,0.023,0.016,0.342,0.544,0.911,0.791,2.766
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test2/kernel.cu,PASS,0.143,0.009,0.007,0.295,0.500,0.578,0.698,2.230
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test3/kernel.cu,PASS,0.146,0.009,0.005,0.295,0.462,0.587,0.698,2.201
/datadrive/gpurepair/Toolchain/testsuite/CUDA/return_val/char/kernel.cu,FAIL(4),0.140,0.011,0.012,0.000,0.000,0.000,0.000,0.163
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test4/kernel.cu,PASS,0.144,0.019,0.006,0.297,0.503,0.698,0.706,2.372
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test5/kernel.cu,PASS,0.136,0.016,0.009,0.340,0.553,0.625,0.701,2.378
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test7/kernel.cu,PASS,0.136,0.018,0.006,0.259,0.381,0.496,0.625,1.921
/datadrive/gpurepair/Toolchain/testsuite/CUDA/return_val/longlong/kernel.cu,FAIL(4),0.138,0.011,0.009,0.000,0.000,0.000,0.000,0.157
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test8/kernel.cu,PASS,0.141,0.010,0.007,0.297,0.458,0.590,0.662,2.166
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test6/kernel.cu,PASS,0.140,0.015,0.016,0.297,0.497,0.617,0.699,2.280
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test9/kernel.cu,PASS,0.137,0.009,0.020,0.295,0.474,0.617,0.700,2.254
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_bad_pointer_procedure_call/kernel.cu,PASS,0.144,0.009,0.005,0.296,0.418,0.578,0.659,2.108
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_copy_between_memory_spaces/kernel.cu,PASS,0.140,0.009,0.006,0.297,0.456,0.617,0.661,2.186
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_copy_between_pointers/kernel.cu,PASS,0.137,0.015,0.006,0.299,0.457,0.579,0.666,2.159
/datadrive/gpurepair/Toolchain/testsuite/CUDA/predication/test1/kernel.cu,PASS,0.137,0.012,0.005,0.270,0.457,0.540,0.616,2.037
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_pass_value_from_array/kernel.cu,PASS,0.138,0.037,0.009,0.305,0.462,0.663,0.657,2.271
/datadrive/gpurepair/Toolchain/testsuite/CUDA/predication/test2/kernel.cu,PASS,0.143,0.009,0.011,0.298,0.496,0.701,0.617,2.275
/datadrive/gpurepair/Toolchain/testsuite/CUDA/simpleparampassing/kernel.cu,PASS,0.136,0.016,0.011,0.262,0.386,0.495,0.575,1.881
/datadrive/gpurepair/Toolchain/testsuite/CUDA/struct/kernel.cu,PASS,0.142,0.017,0.006,0.256,0.337,0.458,0.536,1.752
/datadrive/gpurepair/Toolchain/testsuite/CUDA/simplereturn/kernel.cu,PASS,0.137,0.017,0.005,0.298,0.460,0.536,0.618,2.071
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ternarytest/kernel.cu,PASS,0.141,0.014,0.007,0.297,0.496,0.545,0.656,2.155
/datadrive/gpurepair/Toolchain/testsuite/CUDA/store_in_byval_function/kernel.cu,PASS,0.142,0.009,0.005,0.336,0.538,0.627,0.742,2.401
/datadrive/gpurepair/Toolchain/testsuite/CUDA/threadfence/kernel.cu,PASS,0.138,0.011,0.005,0.255,0.381,0.496,0.578,1.863
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ternarytest2/kernel.cu,PASS,0.140,0.015,0.008,0.295,0.495,0.535,0.659,2.148
