/datadrive/gpurepair/Toolchain/testsuite/CUDA/always_inline/kernel.cbpl,1,0,0,0.247,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_assume/kernel.cbpl,1,0,0,0.277,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_all/kernel.cbpl,1,0,0,0.267,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_at_most_one/kernel.cbpl,1,0,0,0.26,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_assert/kernel.cbpl,1,0,0,0.277,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_contract/kernel.cbpl,1,0,0,0.281,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/align/kernel.cbpl,1,2,0,0.314,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_axiom/kernel.cbpl,1,2,0,0.304,
/datadrive/gpurepair/Toolchain/testsuite/Bugged/unnecessary_barrier/kernel.cbpl,1,2,1,0.326,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_distinct/kernel.cbpl,1,0,0,0.268,
/datadrive/gpurepair/Toolchain/testsuite/Bugged/single_line_race/kernel.cbpl,2,2,1,0.415,
/datadrive/gpurepair/Toolchain/testsuite/Bugged/race_writeread/kernel.cbpl,2,2,1,0.394,
/datadrive/gpurepair/Toolchain/testsuite/Bugged/race/kernel.cbpl,2,2,1,0.413,
/datadrive/gpurepair/Toolchain/testsuite/Bugged/multiple_race/kernel.cbpl,3,4,2,0.55,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_no_readwrite/kernel.cbpl,1,0,0,0.261,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_enabled_and_uniform/kernel.cbpl,1,0,0,0.246,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_for_loop_invariant/kernel.cbpl,1,0,0,0.263,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_ensures/kernel.cbpl,1,0,0,0.3,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_norace/kernel.cbpl,1,0,0,0.266,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_while_loop_invariant/kernel.cbpl,1,0,0,0.258,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/annotation_tests/test_requires/kernel.cbpl,1,0,0,0.299,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/atomics/device_global/kernel.cbpl,1,1,0,0.282,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/argument_promotion/kernel.cbpl,1,3,0,0.279,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/atomics/add_one/kernel.cbpl,1,2,0,0.301,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/barrierconditionalkernelparam/kernel.cbpl,1,1,1,0.257,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/atomics/pointer_add/kernel.cbpl,1,4,0,0.284,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/atomics/definitions/kernel.cbpl,1,30,0,0.452,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basic1/kernel.cbpl,1,0,0,0.231,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/casttofloat/kernel.cbpl,1,0,0,0.249,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basicbarrier/kernel.cbpl,1,1,1,0.276,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/cuda_arch/kernel.cbpl,1,0,0,0.252,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basicglobalarray/kernel.cbpl,1,1,0,0.287,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimeslid/kernel.cbpl,1,2,0,0.32,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand/kernel.cbpl,1,3,0,0.315,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand_mtgp32/kernel.cbpl,1,3,0,0.32,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimesgid/kernel.cbpl,1,2,0,0.363,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatcastrequired/kernel.cbpl,1,0,0,0.246,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatrelationalop/kernel.cbpl,1,0,0,0.235,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/array/kernel.cbpl,1,1,0,0.289,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/inherit/kernel.cbpl,1,1,0,0.307,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_char/kernel.cbpl,1,1,0,0.303,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_float/kernel.cbpl,1,1,0,0.286,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_argument_pass/kernel.cbpl,2,2,0,0.442,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_assignment_pass/kernel.cbpl,2,2,0,0.441,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_statement/kernel.cbpl,1,4,0,0.406,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_lt/kernel.cbpl,2,2,0,0.461,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires/kernel.cbpl,1,0,0,0.285,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_to_ptr/kernel.cbpl,2,2,0,0.443,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/check_return_value/kernel.cbpl,2,2,0,0.822,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/return_value/kernel.cbpl,2,2,0,0.494,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/indirect/kernel.cbpl,1,0,0,0.233,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/direct/kernel.cbpl,1,0,0,0.24,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires_call/kernel.cbpl,2,12,0,0.674,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/large_constant_array/kernel.cbpl,1,2,0,0.277,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/local2darrayaccess/kernel.cbpl,1,1,0,0.289,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/localarrayaccess/kernel.cbpl,2,2,0,0.382,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/arrayofstruct/kernel.cbpl,1,2,0,0.304,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoosmall/kernel.cbpl,1,8,0,0.346,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoobig/kernel.cbpl,2,10,1,0.579,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/mismatch/kernel.cbpl,1,8,0,0.365,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call1/kernel.cbpl,1,1,0,0.277,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call2/kernel.cbpl,1,1,0,0.289,
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/global_passed_to_call/kernel.cbpl,1,3,0,0.286,
