kernel,status,clang,opt,bugle,instrumentation,vcgen,cruncher,repair,total
/datadrive/gpurepair/Toolchain/testsuite/CUDA/casttofloat/kernel.cu,PASS,0.143,0.014,0.010,0.255,0.342,0.505,0.589,1.858
/datadrive/gpurepair/Toolchain/testsuite/CUDA/cuda_arch/kernel.cu,PASS,0.138,0.009,0.004,0.260,0.337,0.500,0.584,1.831
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basicbarrier/kernel.cu,PASS,0.143,0.019,0.011,0.259,0.432,0.576,0.656,2.096
/datadrive/gpurepair/Toolchain/testsuite/CUDA/basicglobalarray/kernel.cu,PASS,0.145,0.011,0.006,0.296,0.457,0.577,0.665,2.157
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimeslid/kernel.cu,PASS,0.141,0.010,0.006,0.295,0.585,0.777,0.702,2.515
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fail_tests/race_on_shared/kernel.cu,FAIL(202),0.136,0.009,0.006,0.295,0.496,0.584,0.696,2.222
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand/kernel.cu,PASS,0.139,0.016,0.006,0.297,0.507,0.617,0.741,2.322
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/pass/curand_mtgp32/kernel.cu,PASS,0.136,0.009,0.009,0.299,0.540,0.616,0.716,2.326
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ctimesgid/kernel.cu,PASS,0.137,0.009,0.005,0.296,0.582,1.065,0.738,2.832
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatcastrequired/kernel.cu,PASS,0.145,0.010,0.006,0.255,0.389,0.499,0.617,1.921
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_mtgp32_block_race/kernel.cu,FAIL(202),0.141,0.009,0.008,0.301,0.541,0.660,1.339,2.999
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fail_tests/shared_int/kernel.cu,FAIL(202),0.140,0.010,0.006,0.297,0.459,0.579,0.735,2.226
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_race/kernel.cu,FAIL(202),0.142,0.009,0.005,0.295,0.496,0.616,1.582,3.144
/datadrive/gpurepair/Toolchain/testsuite/CUDA/floatrelationalop/kernel.cu,PASS,0.136,0.016,0.005,0.261,0.422,0.536,0.616,1.993
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/array/kernel.cu,FAIL(202),0.145,0.009,0.008,0.295,0.461,0.576,0.753,2.248
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/inherit/kernel.cu,FAIL(202),0.138,0.009,0.006,0.294,0.509,0.577,0.698,2.230
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_char/kernel.cu,FAIL(202),0.136,0.016,0.006,0.336,0.483,0.577,0.699,2.253
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_float/kernel.cu,FAIL(202),0.143,0.010,0.008,0.304,0.465,0.577,0.703,2.209
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/curand_mtgp32_race/kernel.cu,FAIL(202),0.139,0.009,0.012,0.302,0.538,0.620,2.663,4.283
/datadrive/gpurepair/Toolchain/testsuite/CUDA/curand_tests/fail/init_race/kernel.cu,FAIL(202),0.137,0.009,0.006,0.296,0.501,0.656,2.792,4.396
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/array/kernel.cu,PASS,0.138,0.012,0.006,0.299,0.460,0.579,0.703,2.196
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/fail/struct_nested/kernel.cu,FAIL(202),0.136,0.015,0.010,0.302,0.495,0.576,0.747,2.282
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/inherit/kernel.cu,PASS,0.148,0.021,0.015,0.336,0.497,0.576,0.700,2.293
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_char/kernel.cu,PASS,0.137,0.016,0.006,0.296,0.496,0.576,0.709,2.236
/datadrive/gpurepair/Toolchain/testsuite/CUDA/fresh_arrays/pass/struct_float/kernel.cu,PASS,0.136,0.011,0.013,0.295,0.497,0.581,0.710,2.243
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/unknown_function/kernel.cu,FAIL(4),0.136,0.022,0.005,0.000,0.000,0.000,0.000,0.162
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_argument_pass/kernel.cu,PASS,0.139,0.029,0.021,0.308,0.536,0.940,0.989,2.961
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_argument_fail/kernel.cu,FAIL(201),0.140,0.012,0.006,0.340,0.498,0.827,1.185,3.007
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_assignment_pass/kernel.cu,PASS,0.139,0.015,0.006,0.295,0.538,0.904,0.983,2.880
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_assignment_fail/kernel.cu,FAIL(201),0.154,0.009,0.008,0.295,0.536,0.942,1.098,3.043
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/basic_statement/kernel.cu,PASS,0.137,0.012,0.010,0.299,0.543,1.070,0.901,2.972
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/constant_value/kernel.cu,FAIL(201),0.136,0.011,0.007,0.297,0.542,0.778,0.940,2.711
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires/kernel.cu,PASS,0.145,0.025,0.007,0.295,0.456,0.578,0.664,2.171
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_lt/kernel.cu,PASS,0.137,0.009,0.011,0.343,0.537,0.898,0.938,2.874
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_to_ptr/kernel.cu,PASS,0.143,0.015,0.012,0.299,0.537,0.982,1.017,3.006
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/check_return_value/kernel.cu,PASS,0.144,0.017,0.008,0.300,0.577,1.068,1.380,3.494
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/funcptr_to_ptr_add/kernel.cu,FAIL(201),0.140,0.017,0.005,0.337,0.585,0.982,1.220,3.287
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/return_value/kernel.cu,PASS,0.140,0.021,0.005,0.339,0.538,0.859,1.031,2.933
/datadrive/gpurepair/Toolchain/testsuite/CUDA/globalarray/fail/kernel.cu,FAIL(202),0.141,0.020,0.031,0.336,0.499,0.627,0.947,2.600
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/direct/kernel.cu,PASS,0.142,0.010,0.018,0.255,0.388,0.543,0.578,1.934
/datadrive/gpurepair/Toolchain/testsuite/CUDA/inheritance_struct_simplify/indirect/kernel.cu,PASS,0.181,0.011,0.013,0.295,0.385,0.503,0.593,1.981
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/call/kernel.cu,FAIL(201),0.141,0.009,0.011,0.350,0.582,1.025,1.391,3.509
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/pass_struct/requires_call/kernel.cu,PASS,0.138,0.019,0.010,0.348,0.579,0.993,1.308,3.395
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/unhandled_varlen/kernel.cu,FAIL(4),0.142,0.029,0.008,0.000,0.000,0.000,0.000,0.178
/datadrive/gpurepair/Toolchain/testsuite/CUDA/function_pointers/soundness_issue/kernel.cu,FAIL(201),0.138,0.016,0.011,0.337,0.543,1.187,1.191,3.424
/datadrive/gpurepair/Toolchain/testsuite/CUDA/large_constant_array/kernel.cu,PASS,0.153,0.009,0.018,0.308,0.425,0.578,0.700,2.190
/datadrive/gpurepair/Toolchain/testsuite/CUDA/local2darrayaccess/kernel.cu,PASS,0.140,0.014,0.021,0.335,0.457,0.577,0.708,2.252
/datadrive/gpurepair/Toolchain/testsuite/CUDA/localarrayaccess/kernel.cu,PASS,0.136,0.026,0.015,0.304,0.467,0.624,0.866,2.438
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/arrayofstruct/kernel.cu,PASS,0.159,0.012,0.006,0.303,0.471,0.578,0.699,2.228
/datadrive/gpurepair/Toolchain/testsuite/CUDA/loop_unwind/kernel.cu,FAIL(202),0.140,0.016,0.018,0.341,0.550,0.619,0.743,2.426
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/fail_arrayofstruct/kernel.cu,FAIL(202),0.136,0.028,0.016,0.299,0.465,0.580,1.097,2.621
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoosmall/kernel.cu,PASS,0.140,0.017,0.010,0.304,0.462,0.618,0.736,2.287
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/null_src/kernel.cu,FAIL(201),0.136,0.013,0.006,0.258,0.415,0.517,0.657,2.003
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/null_dst/kernel.cu,FAIL(201),0.139,0.033,0.009,0.256,0.422,0.495,0.702,2.056
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/unhandled_varlen/kernel.cu,FAIL(4),0.137,0.009,0.006,0.000,0.000,0.000,0.000,0.152
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/unhandled_varval/kernel.cu,FAIL(4),0.145,0.010,0.006,0.000,0.000,0.000,0.000,0.161
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/mismatch/kernel.cu,PASS,0.139,0.020,0.011,0.298,0.503,0.619,0.779,2.369
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/lentoobig/kernel.cu,PASS,0.140,0.028,0.006,0.306,0.499,0.657,1.191,2.828
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail1/kernel.cu,FAIL(2),0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.142
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call1/kernel.cu,PASS,0.141,0.016,0.015,0.269,0.500,0.581,0.697,2.220
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call2/kernel.cu,PASS,0.137,0.008,0.011,0.296,0.460,0.539,0.661,2.112
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call1/kernel.cu,PASS,0.138,0.009,0.006,0.297,0.471,0.576,0.621,2.117
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/global_passed_to_call/kernel.cu,PASS,0.139,0.016,0.008,0.296,0.456,0.581,0.704,2.199
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call2/kernel.cu,PASS,0.102,0.009,0.010,0.294,0.459,0.582,0.618,2.074
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/i8_element_parameter_passed_to_call/kernel.cu,PASS,0.111,0.009,0.017,0.255,0.419,0.539,0.634,1.983
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/parameter_passed_to_call/kernel.cu,PASS,0.138,0.009,0.005,0.254,0.375,0.503,0.589,1.873
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/notexactdiv/kernel.cu,PASS,0.137,0.010,0.005,0.295,0.495,0.657,1.906,3.505
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy_simplification/shared_element_passed_to_call/kernel.cu,PASS,0.138,0.010,0.009,0.298,0.464,0.589,0.657,2.166
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/null_dst/kernel.cu,FAIL(201),0.137,0.009,0.005,0.254,0.419,0.497,0.697,2.018
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset/initstruct/kernel.cu,PASS,0.145,0.012,0.006,0.299,0.496,0.577,0.737,2.271
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail2/kernel.cu,FAIL(6),0.136,0.015,0.013,0.296,0.580,0.859,0.000,1.900
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memset_simplification/kernel.cu,PASS,0.139,0.011,0.005,0.303,0.457,0.628,0.705,2.247
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail8/kernel.cu,FAIL(201),0.136,0.010,0.009,0.260,0.380,0.504,0.673,1.972
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail5/kernel.cu,FAIL(201),0.141,0.010,0.006,0.295,0.465,0.537,0.787,2.240
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail6/kernel.cu,FAIL(202),0.149,0.013,0.005,0.297,0.503,0.577,0.737,2.281
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail4/kernel.cu,PASS,0.142,0.009,0.010,0.295,0.497,0.616,0.940,2.509
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail3/kernel.cu,PASS,0.144,0.022,0.006,0.296,0.497,0.781,0.943,2.689
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc2/kernel.cu,PASS,0.137,0.008,0.008,0.298,0.457,0.577,0.667,2.152
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/fail/miscfail7/kernel.cu,FAIL(201),0.137,0.009,0.006,0.335,0.536,0.617,1.075,2.715
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc3/kernel.cu,FAIL(201),0.136,0.016,0.009,0.295,0.464,0.537,0.782,2.239
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc1/kernel.cu,PASS,0.139,0.012,0.005,0.295,0.617,0.828,1.020,2.917
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc5/kernel.cu,PASS,0.137,0.015,0.034,0.297,0.465,0.539,0.616,2.105
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc4/kernel.cu,PASS,0.136,0.009,0.005,0.296,0.585,0.909,0.663,2.603
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc7/kernel.cu,PASS,0.139,0.009,0.011,0.294,0.417,0.496,0.622,1.989
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc6/kernel.cu,PASS,0.144,0.018,0.007,0.297,0.460,0.543,0.617,2.085
/datadrive/gpurepair/Toolchain/testsuite/CUDA/multiplelocals/kernel.cu,PASS,0.140,0.015,0.006,0.258,0.380,0.455,0.579,1.833
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nestedinline/kernel.cu,PASS,0.150,0.009,0.009,0.256,0.342,0.499,0.576,1.842
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nonpointerparameter1/kernel.cu,PASS,0.149,0.012,0.009,0.255,0.382,0.456,0.579,1.843
/datadrive/gpurepair/Toolchain/testsuite/CUDA/mul24/kernel.cu,PASS,0.144,0.011,0.007,0.295,0.503,0.576,0.666,2.202
/datadrive/gpurepair/Toolchain/testsuite/CUDA/misc/pass/misc8/kernel.cu,PASS,0.137,0.017,0.009,0.335,0.575,0.661,0.871,2.605
/datadrive/gpurepair/Toolchain/testsuite/CUDA/nonpointerparameter2/kernel.cu,PASS,0.150,0.009,0.005,0.281,0.377,0.580,0.625,2.028
/datadrive/gpurepair/Toolchain/testsuite/CUDA/notunaryoptest/kernel.cu,PASS,0.142,0.009,0.005,0.254,0.337,0.536,0.587,1.869
/datadrive/gpurepair/Toolchain/testsuite/CUDA/param_values/value_in_assert/kernel.cu,FAIL(201),0.136,0.011,0.005,0.258,0.415,0.501,0.661,1.988
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural/kernel.cu,PASS,0.137,0.009,0.016,0.296,0.418,0.589,0.656,2.121
/datadrive/gpurepair/Toolchain/testsuite/CUDA/noraceduetoreturn/kernel.cu,PASS,0.138,0.010,0.005,0.295,0.545,0.709,0.905,2.608
/datadrive/gpurepair/Toolchain/testsuite/CUDA/param_values/value_causing_race/kernel.cu,PASS,0.143,0.009,0.004,0.299,0.498,0.656,1.140,2.749
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural2/kernel.cu,PASS,0.136,0.010,0.007,0.308,0.497,0.578,0.738,2.274
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test1/kernel.cu,PASS,0.136,0.019,0.011,0.307,0.456,0.577,0.662,2.167
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testinterprocedural3/kernel.cu,PASS,0.138,0.009,0.005,0.305,0.496,0.706,0.784,2.441
/datadrive/gpurepair/Toolchain/testsuite/CUDA/memcpy/fail_overstep/kernel.cu,PASS,0.136,0.014,0.011,0.298,0.589,0.781,7.702,9.532
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test2/kernel.cu,PASS,0.137,0.013,0.030,0.304,0.535,0.658,0.780,2.457
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test3/kernel.cu,PASS,0.137,0.009,0.012,0.301,0.544,0.628,0.739,2.370
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/scanlargelike/kernel.cu,PASS,0.137,0.010,0.006,0.267,0.469,0.619,0.748,2.255
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointeranalysistests/testbasicaliasing/kernel.cu,FAIL(202),0.136,0.010,0.005,0.296,0.539,0.623,2.030,3.640
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test1/kernel.cu,PASS,0.136,0.009,0.006,0.295,0.468,0.591,0.660,2.165
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test10/kernel.cu,PASS,0.137,0.015,0.006,0.297,0.495,0.541,0.701,2.193
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test11/kernel.cu,PASS,0.146,0.011,0.008,0.300,0.464,0.747,0.710,2.386
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test13/kernel.cu,PASS,0.136,0.010,0.010,0.300,0.458,0.587,0.698,2.198
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test14/kernel.cu,PASS,0.137,0.016,0.006,0.254,0.384,0.544,0.630,1.971
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointers_in_structs/test4/kernel.cu,PASS,0.137,0.022,0.009,0.336,0.658,0.987,1.626,3.775
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test12/kernel.cu,PASS,0.137,0.018,0.006,0.301,0.540,0.982,0.750,2.734
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test2/kernel.cu,PASS,0.138,0.013,0.009,0.295,0.457,0.582,0.698,2.192
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test3/kernel.cu,PASS,0.136,0.010,0.006,0.304,0.460,0.578,0.709,2.202
/datadrive/gpurepair/Toolchain/testsuite/CUDA/return_val/char/kernel.cu,FAIL(4),0.143,0.016,0.011,0.000,0.000,0.000,0.000,0.169
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test4/kernel.cu,PASS,0.142,0.021,0.006,0.301,0.506,0.672,0.696,2.344
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test7/kernel.cu,PASS,0.146,0.012,0.010,0.261,0.343,0.497,0.584,1.854
/datadrive/gpurepair/Toolchain/testsuite/CUDA/return_val/longlong/kernel.cu,FAIL(4),0.137,0.016,0.009,0.000,0.000,0.000,0.000,0.162
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test5/kernel.cu,PASS,0.144,0.017,0.013,0.344,0.543,0.664,0.739,2.464
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test8/kernel.cu,PASS,0.137,0.022,0.006,0.297,0.458,0.581,0.664,2.164
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test6/kernel.cu,PASS,0.139,0.009,0.014,0.298,0.539,0.641,0.699,2.338
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_bad_pointer_procedure_call/kernel.cu,PASS,0.140,0.009,0.006,0.255,0.417,0.595,0.656,2.079
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test9/kernel.cu,PASS,0.137,0.017,0.007,0.301,0.474,0.578,0.662,2.175
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_copy_between_memory_spaces/kernel.cu,PASS,0.137,0.030,0.005,0.298,0.496,0.589,0.656,2.211
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_copy_between_pointers/kernel.cu,PASS,0.137,0.009,0.011,0.255,0.537,0.586,0.657,2.193
/datadrive/gpurepair/Toolchain/testsuite/CUDA/predication/test1/kernel.cu,PASS,0.136,0.012,0.005,0.255,0.458,0.541,0.618,2.024
/datadrive/gpurepair/Toolchain/testsuite/CUDA/pointertests/test_pass_value_from_array/kernel.cu,PASS,0.140,0.011,0.005,0.305,0.459,0.697,0.621,2.239
/datadrive/gpurepair/Toolchain/testsuite/CUDA/predication/test2/kernel.cu,PASS,0.139,0.009,0.006,0.267,0.495,0.537,0.616,2.071
/datadrive/gpurepair/Toolchain/testsuite/CUDA/simpleparampassing/kernel.cu,PASS,0.137,0.023,0.016,0.254,0.376,0.496,0.656,1.959
/datadrive/gpurepair/Toolchain/testsuite/CUDA/struct/kernel.cu,PASS,0.139,0.009,0.006,0.225,0.336,0.499,0.582,1.796
/datadrive/gpurepair/Toolchain/testsuite/CUDA/simplereturn/kernel.cu,PASS,0.138,0.010,0.008,0.270,0.455,0.579,0.620,2.079
/datadrive/gpurepair/Toolchain/testsuite/CUDA/store_in_byval_function/kernel.cu,PASS,0.143,0.009,0.005,0.296,0.496,0.624,0.737,2.309
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ternarytest/kernel.cu,PASS,0.140,0.009,0.005,0.295,0.497,0.578,0.718,2.242
/datadrive/gpurepair/Toolchain/testsuite/CUDA/ternarytest2/kernel.cu,PASS,0.144,0.010,0.005,0.301,0.496,0.578,0.701,2.236
/datadrive/gpurepair/Toolchain/testsuite/CUDA/threadfence/kernel.cu,PASS,0.140,0.015,0.006,0.255,0.377,0.544,0.578,1.915
