kernel,status,clang,opt,bugle,instrumentation,vcgen,cruncher,repair,total
/datadrive/gpurepair/tests/testsuite/Bugged/multiple_race/kernel.cu,PASS,0.135,0.009,0.005,0.295,0.536,0.616,1.218,2.813
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_enabled_and_uniform/kernel.cu,PASS,0.142,0.009,0.005,0.311,0.498,0.658,0.626,2.249
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_ensures/kernel.cu,PASS,0.135,0.011,0.014,0.304,0.457,0.656,0.701,2.277
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_for_loop_invariant/kernel.cu,PASS,0.137,0.009,0.009,0.295,0.498,0.618,0.659,2.225
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_norace/kernel.cu,PASS,0.114,0.009,0.005,0.300,0.511,0.616,0.664,2.218
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_no_readwrite/kernel.cu,PASS,0.146,0.009,0.009,0.300,0.538,0.658,0.624,2.284
/datadrive/gpurepair/tests/testsuite/CUDA/argument_promotion/kernel.cu,PASS,0.135,0.009,0.006,0.295,0.455,0.577,0.663,2.140
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_requires/kernel.cu,PASS,0.137,0.010,0.013,0.300,0.538,0.736,0.656,2.391
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/device_global/kernel.cu,PASS,0.135,0.010,0.004,0.295,0.418,0.550,0.662,2.073
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/add_one/kernel.cu,PASS,0.139,0.017,0.005,0.295,0.496,0.580,0.699,2.231
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/add_tid/kernel.cu,FAIL(202),0.135,0.013,0.006,0.298,0.460,0.582,0.736,2.230
/datadrive/gpurepair/tests/testsuite/CUDA/annotation_tests/test_while_loop_invariant/kernel.cu,PASS,0.159,0.009,0.006,0.296,0.498,0.660,0.701,2.329
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/add_zero/kernel.cu,FAIL(202),0.137,0.035,0.006,0.297,0.458,0.665,0.700,2.297
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/pointer_add/kernel.cu,PASS,0.134,0.015,0.009,0.295,0.455,0.582,0.722,2.212
/datadrive/gpurepair/tests/testsuite/CUDA/barrierconditionalkernelparam/kernel.cu,PASS,0.134,0.009,0.005,0.295,0.455,0.544,0.656,2.098
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/test_abstraction_enforced/kernel.cu,FAIL(201),0.134,0.009,0.009,0.336,0.498,0.621,1.140,2.747
/datadrive/gpurepair/tests/testsuite/CUDA/atomics/definitions/kernel.cu,PASS,0.135,0.016,0.009,0.295,0.581,0.902,0.990,2.928
/datadrive/gpurepair/tests/testsuite/CUDA/basic1/kernel.cu,PASS,0.137,0.012,0.010,0.259,0.382,0.496,0.618,1.914
/datadrive/gpurepair/tests/testsuite/CUDA/casttofloat/kernel.cu,PASS,0.137,0.009,0.006,0.255,0.335,0.496,0.616,1.853
/datadrive/gpurepair/tests/testsuite/CUDA/basicbarrier/kernel.cu,PASS,0.141,0.009,0.005,0.259,0.416,0.547,0.657,2.034
/datadrive/gpurepair/tests/testsuite/CUDA/cuda_arch/kernel.cu,PASS,0.140,0.010,0.004,0.255,0.385,0.497,0.622,1.913
/datadrive/gpurepair/tests/testsuite/CUDA/basicglobalarray/kernel.cu,PASS,0.143,0.015,0.006,0.300,0.456,0.592,0.739,2.252
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/pass/curand/kernel.cu,PASS,0.134,0.009,0.007,0.296,0.504,0.618,0.737,2.304
/datadrive/gpurepair/tests/testsuite/CUDA/ctimeslid/kernel.cu,PASS,0.135,0.010,0.007,0.294,0.584,0.779,0.781,2.591
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/pass/curand_mtgp32/kernel.cu,PASS,0.135,0.010,0.005,0.296,0.536,0.620,0.777,2.380
/datadrive/gpurepair/tests/testsuite/CUDA/fail_tests/race_on_shared/kernel.cu,FAIL(202),0.134,0.009,0.006,0.299,0.470,0.576,0.739,2.233
/datadrive/gpurepair/tests/testsuite/CUDA/ctimesgid/kernel.cu,PASS,0.145,0.009,0.006,0.305,0.577,1.106,0.822,2.972
/datadrive/gpurepair/tests/testsuite/CUDA/floatcastrequired/kernel.cu,PASS,0.135,0.016,0.004,0.255,0.375,0.552,0.616,1.953
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/fail/curand_race/kernel.cu,FAIL(202),0.137,0.016,0.005,0.296,0.498,0.577,1.264,2.793
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/fail/curand_mtgp32_block_race/kernel.cu,FAIL(202),0.137,0.009,0.005,0.336,0.536,0.616,1.222,2.861
/datadrive/gpurepair/tests/testsuite/CUDA/fail_tests/shared_int/kernel.cu,FAIL(202),0.134,0.013,0.007,0.295,0.495,0.577,0.705,2.227
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/fail/curand_mtgp32_race/kernel.cu,FAIL(202),0.136,0.016,0.006,0.335,0.536,0.618,1.504,3.149
/datadrive/gpurepair/tests/testsuite/CUDA/floatrelationalop/kernel.cu,PASS,0.140,0.017,0.009,0.256,0.382,0.543,0.583,1.928
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/fail/array/kernel.cu,FAIL(202),0.135,0.019,0.007,0.310,0.458,0.576,0.790,2.296
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/fail/inherit/kernel.cu,FAIL(202),0.137,0.010,0.007,0.295,0.509,0.580,0.736,2.274
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/fail/struct_char/kernel.cu,FAIL(202),0.136,0.016,0.005,0.297,0.509,0.595,0.736,2.295
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/fail/struct_float/kernel.cu,FAIL(202),0.134,0.016,0.007,0.304,0.498,0.580,0.697,2.236
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/pass/array/kernel.cu,PASS,0.137,0.029,0.011,0.336,0.455,0.576,0.696,2.239
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/pass/struct_char/kernel.cu,PASS,0.135,0.009,0.006,0.300,0.456,0.589,0.696,2.190
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/pass/inherit/kernel.cu,PASS,0.147,0.016,0.006,0.297,0.504,0.579,0.697,2.246
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/fail/struct_nested/kernel.cu,FAIL(202),0.137,0.014,0.007,0.311,0.497,0.582,0.818,2.365
/datadrive/gpurepair/tests/testsuite/CUDA/fresh_arrays/pass/struct_float/kernel.cu,PASS,0.154,0.010,0.009,0.301,0.508,0.620,0.697,2.300
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/basic_argument_pass/kernel.cu,PASS,0.135,0.011,0.009,0.295,0.539,0.861,0.940,2.791
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/basic_argument_fail/kernel.cu,FAIL(201),0.138,0.017,0.006,0.299,0.542,0.866,0.981,2.847
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/basic_assignment_fail/kernel.cu,FAIL(201),0.135,0.014,0.006,0.336,0.580,0.818,0.977,2.866
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/unknown_function/kernel.cu,FAIL(4),0.143,0.009,0.006,0.000,0.000,0.000,0.000,0.158
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/basic_assignment_pass/kernel.cu,PASS,0.135,0.012,0.022,0.298,0.541,0.859,0.937,2.805
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/basic_statement/kernel.cu,PASS,0.134,0.010,0.015,0.295,0.539,1.017,0.864,2.874
/datadrive/gpurepair/tests/testsuite/CUDA/curand_tests/fail/init_race/kernel.cu,FAIL(202),0.137,0.009,0.005,0.297,0.504,0.658,4.677,6.287
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/constant_value/kernel.cu,FAIL(201),0.141,0.020,0.010,0.296,0.501,0.737,0.824,2.528
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/check_return_value/kernel.cu,PASS,0.136,0.011,0.007,0.335,0.536,0.978,1.342,3.344
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/funcptr_lt/kernel.cu,PASS,0.135,0.015,0.009,0.337,0.540,0.859,0.980,2.875
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/pass_struct/requires/kernel.cu,PASS,0.136,0.013,0.005,0.295,0.425,0.584,0.742,2.200
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/funcptr_to_ptr/kernel.cu,PASS,0.134,0.009,0.006,0.338,0.536,0.950,1.046,3.019
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/funcptr_to_ptr_add/kernel.cu,FAIL(201),0.134,0.009,0.006,0.341,0.535,0.942,1.103,3.071
/datadrive/gpurepair/tests/testsuite/CUDA/inheritance_struct_simplify/direct/kernel.cu,PASS,0.145,0.014,0.005,0.255,0.388,0.502,0.616,1.925
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/return_value/kernel.cu,PASS,0.136,0.013,0.009,0.339,0.536,0.899,1.030,2.961
/datadrive/gpurepair/tests/testsuite/CUDA/inheritance_struct_simplify/indirect/kernel.cu,PASS,0.135,0.009,0.006,0.255,0.376,0.536,0.616,1.932
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/pass_struct/call/kernel.cu,FAIL(201),0.137,0.009,0.005,0.294,0.553,0.956,1.381,3.335
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/pass_struct/requires_call/kernel.cu,PASS,0.135,0.009,0.006,0.298,0.579,0.987,1.263,3.277
/datadrive/gpurepair/tests/testsuite/CUDA/globalarray/fail/kernel.cu,FAIL(202),0.141,0.009,0.006,0.295,0.500,0.624,0.910,2.485
/datadrive/gpurepair/tests/testsuite/CUDA/large_constant_array/kernel.cu,PASS,0.135,0.017,0.006,0.295,0.460,0.621,0.738,2.271
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/unhandled_varlen/kernel.cu,FAIL(4),0.146,0.016,0.005,0.000,0.000,0.000,0.000,0.167
/datadrive/gpurepair/tests/testsuite/CUDA/local2darrayaccess/kernel.cu,PASS,0.136,0.019,0.007,0.301,0.502,0.588,0.738,2.290
/datadrive/gpurepair/tests/testsuite/CUDA/function_pointers/soundness_issue/kernel.cu,FAIL(201),0.135,0.009,0.005,0.301,0.576,1.197,1.221,3.443
/datadrive/gpurepair/tests/testsuite/CUDA/localarrayaccess/kernel.cu,PASS,0.141,0.016,0.010,0.337,0.498,0.590,0.902,2.495
/datadrive/gpurepair/tests/testsuite/CUDA/loop_unwind/kernel.cu,FAIL(202),0.136,0.011,0.006,0.295,0.536,0.621,0.736,2.341
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/arrayofstruct/kernel.cu,PASS,0.141,0.023,0.010,0.295,0.504,0.582,0.697,2.251
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/fail_arrayofstruct/kernel.cu,FAIL(202),0.138,0.021,0.008,0.297,0.500,0.577,0.979,2.519
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/lentoosmall/kernel.cu,PASS,0.135,0.009,0.010,0.296,0.537,0.659,0.779,2.425
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/null_dst/kernel.cu,FAIL(201),0.136,0.029,0.029,0.262,0.416,0.498,0.665,2.035
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/null_src/kernel.cu,FAIL(201),0.134,0.016,0.007,0.254,0.416,0.502,0.659,1.988
/datadrive/gpurepair/tests/testsuite/CUDA/memset/unhandled_varlen/kernel.cu,FAIL(4),0.143,0.013,0.006,0.000,0.000,0.000,0.000,0.162
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/mismatch/kernel.cu,PASS,0.135,0.010,0.006,0.298,0.511,0.658,0.821,2.438
/datadrive/gpurepair/tests/testsuite/CUDA/memset/unhandled_varval/kernel.cu,FAIL(4),0.135,0.010,0.011,0.000,0.000,0.000,0.000,0.155
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call1/kernel.cu,PASS,0.138,0.015,0.007,0.297,0.458,0.587,0.658,2.161
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail1/kernel.cu,FAIL(2),0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.165
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/array_element_passed_to_call2/kernel.cu,PASS,0.134,0.015,0.012,0.297,0.461,0.546,0.700,2.165
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/lentoobig/kernel.cu,PASS,0.137,0.011,0.008,0.316,0.543,0.658,1.589,3.261
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call1/kernel.cu,PASS,0.147,0.015,0.006,0.295,0.424,0.582,0.708,2.177
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/global_passed_to_call/kernel.cu,PASS,0.135,0.012,0.006,0.295,0.455,0.625,0.738,2.267
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/i8_element_parameter_passed_to_call/kernel.cu,PASS,0.134,0.009,0.006,0.256,0.391,0.508,0.618,1.921
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/i8_element_global_passed_to_call2/kernel.cu,PASS,0.139,0.009,0.010,0.340,0.464,0.579,0.664,2.205
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/parameter_passed_to_call/kernel.cu,PASS,0.134,0.019,0.006,0.254,0.417,0.542,0.619,1.991
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy_simplification/shared_element_passed_to_call/kernel.cu,PASS,0.142,0.010,0.005,0.304,0.496,0.544,0.656,2.156
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/notexactdiv/kernel.cu,PASS,0.138,0.015,0.007,0.295,0.496,0.664,1.942,3.556
/datadrive/gpurepair/tests/testsuite/CUDA/memset/initstruct/kernel.cu,PASS,0.135,0.009,0.007,0.338,0.498,0.617,0.736,2.341
/datadrive/gpurepair/tests/testsuite/CUDA/memset/null_dst/kernel.cu,FAIL(201),0.137,0.021,0.006,0.283,0.418,0.537,0.711,2.113
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail2/kernel.cu,FAIL(6),0.135,0.016,0.009,0.335,0.588,0.938,0.000,2.020
/datadrive/gpurepair/tests/testsuite/CUDA/memset_simplification/kernel.cu,PASS,0.143,0.019,0.005,0.303,0.497,0.579,0.784,2.330
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail5/kernel.cu,FAIL(201),0.140,0.009,0.006,0.295,0.508,0.584,0.778,2.320
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail8/kernel.cu,FAIL(201),0.135,0.021,0.006,0.256,0.380,0.498,0.858,2.154
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail4/kernel.cu,PASS,0.136,0.009,0.006,0.297,0.467,0.582,0.939,2.436
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail6/kernel.cu,FAIL(202),0.138,0.009,0.006,0.297,0.501,0.620,0.826,2.397
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc2/kernel.cu,PASS,0.135,0.009,0.009,0.295,0.499,0.629,0.748,2.324
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail3/kernel.cu,PASS,0.135,0.015,0.006,0.303,0.500,0.777,1.101,2.838
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc3/kernel.cu,FAIL(201),0.139,0.016,0.007,0.335,0.500,0.590,0.740,2.325
/datadrive/gpurepair/tests/testsuite/CUDA/misc/fail/miscfail7/kernel.cu,FAIL(201),0.136,0.013,0.008,0.315,0.576,0.662,1.155,2.864
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc5/kernel.cu,PASS,0.135,0.010,0.006,0.300,0.497,0.628,0.668,2.244
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc1/kernel.cu,PASS,0.135,0.015,0.009,0.296,0.616,0.867,1.064,3.002
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc7/kernel.cu,PASS,0.140,0.010,0.006,0.261,0.424,0.537,0.620,1.997
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc6/kernel.cu,PASS,0.134,0.015,0.010,0.306,0.459,0.547,0.673,2.145
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc4/kernel.cu,PASS,0.139,0.016,0.006,0.305,0.576,0.985,0.658,2.684
/datadrive/gpurepair/tests/testsuite/CUDA/multiplelocals/kernel.cu,PASS,0.143,0.010,0.006,0.256,0.376,0.560,0.617,1.969
/datadrive/gpurepair/tests/testsuite/CUDA/nonpointerparameter1/kernel.cu,PASS,0.140,0.010,0.009,0.264,0.376,0.495,0.583,1.876
/datadrive/gpurepair/tests/testsuite/CUDA/nestedinline/kernel.cu,PASS,0.147,0.009,0.011,0.267,0.377,0.496,0.584,1.891
/datadrive/gpurepair/tests/testsuite/CUDA/mul24/kernel.cu,PASS,0.154,0.035,0.011,0.345,0.579,0.621,0.703,2.448
/datadrive/gpurepair/tests/testsuite/CUDA/nonpointerparameter2/kernel.cu,PASS,0.135,0.021,0.014,0.267,0.428,0.539,0.616,2.020
/datadrive/gpurepair/tests/testsuite/CUDA/misc/pass/misc8/kernel.cu,PASS,0.136,0.016,0.018,0.342,0.584,0.748,0.897,2.740
/datadrive/gpurepair/tests/testsuite/CUDA/notunaryoptest/kernel.cu,PASS,0.135,0.015,0.005,0.259,0.379,0.497,0.620,1.911
/datadrive/gpurepair/tests/testsuite/CUDA/param_values/value_in_assert/kernel.cu,FAIL(201),0.135,0.009,0.006,0.255,0.384,0.496,0.657,1.942
/datadrive/gpurepair/tests/testsuite/CUDA/noraceduetoreturn/kernel.cu,PASS,0.135,0.009,0.006,0.300,0.496,0.777,0.897,2.619
/datadrive/gpurepair/tests/testsuite/CUDA/param_values/value_causing_race/kernel.cu,PASS,0.161,0.009,0.007,0.299,0.456,0.616,1.151,2.699
/datadrive/gpurepair/tests/testsuite/CUDA/pointeranalysistests/testinterprocedural/kernel.cu,PASS,0.137,0.028,0.006,0.308,0.458,0.616,0.701,2.254
/datadrive/gpurepair/tests/testsuite/CUDA/pointeranalysistests/testinterprocedural2/kernel.cu,PASS,0.134,0.016,0.007,0.306,0.501,0.657,0.741,2.363
/datadrive/gpurepair/tests/testsuite/CUDA/pointers_in_structs/test1/kernel.cu,PASS,0.136,0.018,0.010,0.295,0.498,0.583,0.739,2.279
/datadrive/gpurepair/tests/testsuite/CUDA/pointeranalysistests/testinterprocedural3/kernel.cu,PASS,0.137,0.009,0.005,0.296,0.498,0.738,0.821,2.504
/datadrive/gpurepair/tests/testsuite/CUDA/pointers_in_structs/test3/kernel.cu,PASS,0.135,0.009,0.005,0.299,0.538,0.620,0.777,2.381
/datadrive/gpurepair/tests/testsuite/CUDA/pointers_in_structs/test2/kernel.cu,PASS,0.140,0.009,0.009,0.295,0.548,0.657,0.777,2.435
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/scanlargelike/kernel.cu,PASS,0.137,0.015,0.006,0.295,0.497,0.622,0.709,2.280
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test10/kernel.cu,PASS,0.135,0.009,0.005,0.295,0.462,0.593,0.697,2.196
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test1/kernel.cu,PASS,0.134,0.009,0.011,0.298,0.463,0.622,0.696,2.234
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test11/kernel.cu,PASS,0.138,0.010,0.012,0.297,0.501,0.701,0.702,2.360
/datadrive/gpurepair/tests/testsuite/CUDA/pointeranalysistests/testbasicaliasing/kernel.cu,FAIL(202),0.138,0.015,0.006,0.338,0.545,0.657,2.708,4.405
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test14/kernel.cu,PASS,0.142,0.017,0.006,0.260,0.416,0.537,0.618,1.996
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test13/kernel.cu,PASS,0.140,0.032,0.006,0.306,0.460,0.577,0.697,2.216
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test12/kernel.cu,PASS,0.149,0.011,0.009,0.336,0.538,0.897,0.776,2.715
/datadrive/gpurepair/tests/testsuite/CUDA/pointers_in_structs/test4/kernel.cu,PASS,0.141,0.009,0.005,0.338,0.706,0.939,1.666,3.804
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test2/kernel.cu,PASS,0.135,0.014,0.011,0.295,0.455,0.576,0.702,2.188
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test3/kernel.cu,PASS,0.135,0.011,0.006,0.294,0.456,0.578,0.736,2.216
/datadrive/gpurepair/tests/testsuite/CUDA/memcpy/fail_overstep/kernel.cu,PASS,0.134,0.010,0.014,0.296,0.587,0.834,10.114,11.990
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test4/kernel.cu,PASS,0.146,0.016,0.005,0.300,0.455,0.697,0.699,2.318
/datadrive/gpurepair/tests/testsuite/CUDA/return_val/char/kernel.cu,FAIL(4),0.135,0.011,0.006,0.000,0.000,0.000,0.000,0.152
/datadrive/gpurepair/tests/testsuite/CUDA/return_val/longlong/kernel.cu,FAIL(4),0.135,0.016,0.006,0.000,0.000,0.000,0.000,0.157
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test7/kernel.cu,PASS,0.139,0.010,0.005,0.255,0.375,0.495,0.623,1.903
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test5/kernel.cu,PASS,0.138,0.020,0.009,0.295,0.538,0.628,0.737,2.364
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test8/kernel.cu,PASS,0.134,0.009,0.008,0.295,0.460,0.580,0.702,2.188
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test9/kernel.cu,PASS,0.135,0.010,0.007,0.299,0.465,0.578,0.702,2.196
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test6/kernel.cu,PASS,0.142,0.010,0.016,0.296,0.536,0.668,0.741,2.408
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test_bad_pointer_procedure_call/kernel.cu,PASS,0.134,0.016,0.005,0.295,0.421,0.588,0.669,2.127
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test_copy_between_memory_spaces/kernel.cu,PASS,0.137,0.016,0.006,0.295,0.500,0.578,0.656,2.187
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test_copy_between_pointers/kernel.cu,PASS,0.137,0.011,0.012,0.298,0.500,0.577,0.696,2.231
/datadrive/gpurepair/tests/testsuite/CUDA/predication/test1/kernel.cu,PASS,0.146,0.009,0.008,0.298,0.459,0.538,0.619,2.076
/datadrive/gpurepair/tests/testsuite/CUDA/pointertests/test_pass_value_from_array/kernel.cu,PASS,0.135,0.020,0.006,0.303,0.462,0.736,0.663,2.324
/datadrive/gpurepair/tests/testsuite/CUDA/predication/test2/kernel.cu,PASS,0.138,0.011,0.006,0.269,0.506,0.592,0.656,2.177
/datadrive/gpurepair/tests/testsuite/CUDA/simpleparampassing/kernel.cu,PASS,0.139,0.020,0.020,0.299,0.375,0.538,0.616,2.007
/datadrive/gpurepair/tests/testsuite/CUDA/simplereturn/kernel.cu,PASS,0.135,0.012,0.012,0.303,0.457,0.548,0.621,2.088
/datadrive/gpurepair/tests/testsuite/CUDA/struct/kernel.cu,PASS,0.141,0.015,0.005,0.256,0.337,0.499,0.577,1.830
/datadrive/gpurepair/tests/testsuite/CUDA/reduced_strength_with_requires/kernel.cu,PASS,0.136,0.010,0.005,0.295,0.618,1.344,0.779,3.187
/datadrive/gpurepair/tests/testsuite/CUDA/ternarytest/kernel.cu,PASS,0.135,0.009,0.008,0.295,0.542,0.578,0.698,2.265
/datadrive/gpurepair/tests/testsuite/CUDA/ternarytest2/kernel.cu,PASS,0.135,0.009,0.005,0.304,0.502,0.617,0.699,2.272
/datadrive/gpurepair/tests/testsuite/CUDA/store_in_byval_function/kernel.cu,PASS,0.134,0.020,0.009,0.303,0.541,0.619,0.776,2.403
/datadrive/gpurepair/tests/testsuite/CUDA/threadfence/kernel.cu,PASS,0.134,0.009,0.005,0.255,0.382,0.536,0.586,1.908
/datadrive/gpurepair/tests/testsuite/CUDA/test_for_get_group_id/kernel.cu,PASS,0.139,0.011,0.006,0.304,0.455,0.577,0.736,2.230
/datadrive/gpurepair/tests/testsuite/CUDA/unusedreturn/kernel.cu,PASS,0.134,0.009,0.005,0.259,0.422,0.536,0.658,2.023
/datadrive/gpurepair/tests/testsuite/CUDA/warpsize/kernel.cu,PASS,0.136,0.009,0.007,0.304,0.461,0.576,0.659,2.154
/datadrive/gpurepair/tests/testsuite/CUDA/warpsync/2d/kernel.cu,PASS,0.140,0.011,0.006,0.320,0.496,0.661,0.939,2.573
/datadrive/gpurepair/tests/testsuite/CUDA/warpsync/bad_inter_group/kernel.cu,FAIL(202),0.134,0.009,0.005,0.295,0.538,0.583,0.820,2.384
